,MIR3125,MIR6071,MIR4477B,MIR635,MIR548N,MIR590,MIR23B,MIR4666A,MIR1244.4,MIR1244.3,MIR98,MIR5587,MIR1244.2,MIR4421,MIR3682,MIR4423,MIR4322,MIR3616,MIR4648,MIR649,MIR3685,MIR616,MIR4754,MIR4645,MIR4257,MIR6891,MIR378H,MIR3176,MIR657,MIR1250,MIR27B,MIR26A2,MIR125B1,MIR4530,MIR4701,MIR6812,MIR186,MIR3153,MIR5695,MIR6739,MIR6503,MIR6797,MIR6784,MIR3942,MIR25,MIR378B,MIR4261,MIR4256,MIR617,MIR339,MIR6807,MIR578,MIR124.2,MIR221,MIR3189,MIR1302.5,MIR181D,MIR548AH,MIR6835,MIR548AC,MIR4755,MIR647,MIR589,MIR4664,MIR4521,MIR519B,MIR659,MIR128.2,MIR5010,MIR320A,MIR151B,MIR3605,MIR4443,MIRLET7I,MIR6736,MIR570,MIR491,MIR145,MIR6806,MIR6753,MIR1324,MIR3677,MIR210,MIR10B,MIR126,MIR320B2,MIR4442,MIR93,MIR6750,MIR7156,MIR4292,MIR4668,MIR6721,MIR3138,MIR6772,MIR6068,MIR2116,MIR3713,AL513534.1,MIR3132
TCGA-HT-7479-01A-11R-2027-07,0.0,0.0088495575221238,0.035,0.0495049504950495,0.0,0.0731707317073171,0.0625,0.0645161290322581,0.269565217391304,0.25,0.0,0.0,0.244505494505494,0.0,0.343220338983051,0.0,0.0487804878048781,0.0,0.0,0.153846153846154,0.189189189189189,0.003831417624521,0.125,0.5,0.0,0.0,0.105263157894737,0.0588235294117647,0.127450980392157,0.0566037735849057,0.0344827586206897,0.0029498525073746,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0256410256410256,0.285714285714286,0.0588235294117647,0.5,0.102941176470588,0.0,0.0,0.0,0,0.115384615384615,0.0,0.0869565217391304,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.124293785310734,0.0,0.0689655172413793,0.0,0,0.102564102564103,0.0,0.0,0.142857142857143,0.0,0.0,0,0.0,0.0,0.0459770114942529,0.0,0.0,0.0,0.0,0.25,0.12,0.0277777777777778,0.0,0.0476190476190476,0.0,0.222222222222222,0.166666666666667,0.0,0.0,0.0864197530864197,0.0,0.0,0.0,0.25,0.0,0.166666666666667,0,0.0810810810810811,0.142857142857143
TCGA-S9-A7R2-01A-21R-A34R-07,0.0,0.0044247787610619,0.1,0.118811881188119,0.0,0.121951219512195,0.25,0.0,0.521739130434783,0.423076923076923,0.2,0.117647058823529,0.151098901098901,0.0,0.296610169491525,0.142857142857143,0.0,0.0,0.0392156862745098,0.0,0.148648648648649,0.0114942528735632,0.0,0.0,0.0833333333333333,0.5,0.210526315789474,0.0294117647058824,0.0980392156862745,0.0,0.103448275862069,0.0058997050147492,0.0,1.0,0.0,0.0,0.0975609756097561,0.05,0.0,0.0,0.0769230769230769,0.571428571428571,0.0588235294117647,0.125,0.257352941176471,0.0256410256410256,0.0,0.4,0,0.269230769230769,0.0,0.0217391304347826,0.0294117647058824,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.129943502824859,0.111111111111111,0.0862068965517241,0.285714285714286,1,0.102564102564103,0.571428571428571,0.115384615384615,0.142857142857143,0.0,0.1,0,0.0,0.0,0.103448275862069,0.166666666666667,0.0,0.333333333333333,0.0,0.0,0.16,0.0833333333333333,0.0,0.0476190476190476,0.25,0.0555555555555556,0.25,0.0,0.0,0.123456790123457,0.25,0.0,0.0,0.25,0.5,0.0,0,0.0810810810810811,0.0
TCGA-HT-7681-01A-11R-2403-07,0.0,0.0309734513274336,0.085,0.198019801980198,0.0,0.024390243902439,0.0,0.0806451612903226,0.121739130434783,0.0961538461538462,0.0,0.0588235294117647,0.0796703296703297,0.0,0.522245762711864,0.0,0.0731707317073171,0.333333333333333,0.0588235294117647,0.153846153846154,0.0675675675675676,0.0076628352490421,0.125,0.0333333333333333,0.0833333333333333,0.0,0.0526315789473684,0.0,0.0196078431372549,0.0566037735849057,0.0,0.0029498525073746,0.0128205128205128,0.111111111111111,0.3,0.0,0.0609756097560976,0.0,0.105263157894737,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0512820512820513,0.0,0.0,0,0.307692307692308,0.0,0.282608695652174,0.235294117647059,0.0344827586206897,0.0,0.0,0.117647058823529,0.25,0.0,0.0,0.0,0.129943502824859,0.166666666666667,0.155172413793103,0.142857142857143,0,0.179487179487179,0.0,0.0769230769230769,0.142857142857143,0.0,0.1,0,0.2,0.0,0.0229885057471264,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.138888888888889,0.333333333333333,0.0,0.0,0.123456790123457,0.0,0.0,0.0,0.125,0.0,0.0,0,0.135135135135135,0.0
TCGA-DU-A7TC-01A-21R-A34R-07,0.0333333333333333,0.0398230088495575,0.1725,0.207920792079208,0.0,0.0975609756097561,0.0,0.209677419354839,0.278260869565217,0.192307692307692,0.0,0.0,0.0686813186813187,0.0,0.560381355932203,0.0,0.121951219512195,0.0,0.0392156862745098,0.0,0.256756756756757,0.0076628352490421,0.5,0.0,0.0,0.0,0.0,0.0294117647058824,0.0,0.0566037735849057,0.0689655172413793,0.0029498525073746,0.0,0.111111111111111,0.1,0.3,0.0609756097560976,0.0,0.105263157894737,0.0,0.0,0.0,0.352941176470588,0.125,0.227941176470588,0.0512820512820513,0.0,0.2,0,0.615384615384615,0.0,0.195652173913043,0.117647058823529,0.0344827586206897,0.0,0.0,0.294117647058824,0.0,0.0588235294117647,0.0,0.333333333333333,0.112994350282486,0.333333333333333,0.0862068965517241,0.285714285714286,0,0.0769230769230769,0.0,0.153846153846154,0.0,0.0,0.0,0,0.0,0.0,0.0574712643678161,0.0,0.125,0.0,0.0,0.0,0.36,0.138888888888889,0.0084745762711864,0.0952380952380952,0.25,0.0833333333333333,0.708333333333333,0.2,0.0,0.0617283950617284,0.0,0.0,0.0,0.0,0.0,0.0,0,0.162162162162162,0.142857142857143
TCGA-HT-7481-01A-11R-2027-07,0.0333333333333333,0.106194690265487,0.1625,0.217821782178218,0.0,0.146341463414634,0.0625,0.0806451612903226,0.226086956521739,0.0769230769230769,0.0,0.176470588235294,0.271978021978022,0.0,0.337923728813559,0.0,0.0975609756097561,0.0,0.0,0.153846153846154,0.175675675675676,0.003831417624521,0.0,0.0666666666666667,0.0,0.0,0.105263157894737,0.176470588235294,0.0980392156862745,0.0943396226415094,0.0689655172413793,0.0088495575221238,0.0,0.0,0.1,0.0,0.109756097560976,0.05,0.210526315789474,0.214285714285714,0.0,0.0,0.0,0.0,0.0808823529411765,0.0,0.0,0.0,0,0.0769230769230769,0.0,0.0217391304347826,0.352941176470588,0.0689655172413793,0.0,0.0,0.117647058823529,0.0,0.117647058823529,0.0,0.0,0.096045197740113,0.111111111111111,0.0344827586206897,0.285714285714286,0,0.153846153846154,0.0,0.192307692307692,0.0,0.0,0.0,0,0.0,0.0,0.252873563218391,0.5,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0238095238095238,0.5,0.388888888888889,0.125,0.0,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0,0.162162162162162,0.0
TCGA-S9-A7R4-01A-12R-A34R-07,0.0333333333333333,0.079646017699115,0.045,0.168316831683168,0.0,0.390243902439024,0.0,0.0806451612903226,0.121739130434783,0.173076923076923,0.2,0.352941176470588,0.0384615384615385,0.0,0.186440677966102,0.0,0.0487804878048781,0.0,0.0392156862745098,0.0,0.283783783783784,0.0268199233716475,0.125,0.0,0.0,0.0,0.105263157894737,0.235294117647059,0.0196078431372549,0.132075471698113,0.0344827586206897,0.0088495575221238,0.0384615384615385,0.0,0.0,0.2,0.280487804878049,0.15,0.0,0.0,0.0769230769230769,0.0,0.0588235294117647,0.375,0.117647058823529,0.0512820512820513,0.0,0.0,0,0.269230769230769,0.0,0.0217391304347826,0.176470588235294,0.172413793103448,0.2,0.0,0.117647058823529,0.0,0.352941176470588,0.0,0.0,0.169491525423729,0.111111111111111,0.137931034482759,0.0,0,0.0769230769230769,0.0,0.346153846153846,0.142857142857143,0.0,0.2,0,0.0,0.0,0.172413793103448,0.166666666666667,0.1875,0.0,0.0,0.25,0.32,0.0,0.0254237288135593,0.357142857142857,0.5,0.222222222222222,0.416666666666667,0.0,0.0,0.296296296296296,0.5,0.0,0.571428571428571,0.0,0.0,0.166666666666667,0,0.351351351351351,0.142857142857143
TCGA-DU-7299-01A-21R-2027-07,0.3,0.0176991150442478,0.21,0.207920792079208,0.0,0.170731707317073,0.0625,0.790322580645161,0.217391304347826,0.153846153846154,0.0,0.235294117647059,0.241758241758242,0.0,0.294491525423729,0.0,0.0487804878048781,0.0,0.0,0.307692307692308,0.378378378378378,0.0,0.125,0.0333333333333333,0.0833333333333333,0.0,0.157894736842105,0.294117647058824,0.0490196078431373,0.0754716981132075,0.0344827586206897,0.0088495575221238,0.0384615384615385,0.0,0.3,0.0,0.341463414634146,0.0,0.0526315789473684,0.214285714285714,0.0,0.142857142857143,0.0588235294117647,0.125,0.139705882352941,0.179487179487179,0.0,0.0,0,0.269230769230769,0.333333333333333,0.217391304347826,0.352941176470588,0.0344827586206897,0.0,0.0,0.235294117647059,0.0,0.235294117647059,0.0,0.333333333333333,0.225988700564972,0.166666666666667,0.0689655172413793,1.0,0,0.179487179487179,0.142857142857143,0.307692307692308,0.142857142857143,0.0,0.3,0,0.0,0.0,0.172413793103448,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0593220338983051,0.0,0.5,0.722222222222222,0.5,0.0,0.0,0.172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0,0.162162162162162,0.142857142857143
TCGA-DU-7306-01A-11R-2090-07,0.0333333333333333,0.0044247787610619,0.075,0.465346534653465,0.0,0.0487804878048781,0.0,0.112903225806452,0.130434782608696,0.115384615384615,0.0,0.0588235294117647,0.126373626373626,0.0,0.20021186440678,0.0357142857142857,0.0,0.0,0.0,0.0769230769230769,0.0945945945945946,0.0076628352490421,0.0,0.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0566037735849057,0.0,0.0117994100294985,0.0256410256410256,0.0,0.0,0.0,0.0609756097560976,0.0,0.157894736842105,0.0714285714285714,0.0,0.142857142857143,0.0588235294117647,0.25,0.0514705882352941,0.0,0.0,0.0,0,0.0384615384615385,0.0,0.0652173913043478,0.0882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621468926553672,0.333333333333333,0.0,0.0,0,0.128205128205128,0.285714285714286,0.0,0.285714285714286,0.0,0.0,0,0.0,0.0,0.103448275862069,0.166666666666667,0.0625,0.0,0.0,0.0,0.16,0.0,0.0254237288135593,0.0,0.25,0.25,0.0833333333333333,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0810810810810811,0.0
TCGA-FG-6692-01A-11R-1896-07,0.333333333333333,0.0,0.0675,0.415841584158416,0.125,0.463414634146341,1.0,0.0,0.11304347826087,0.25,0.2,0.0,0.247252747252747,0.5,0.496822033898305,0.0,0.0,0.0,0.0784313725490196,0.0,0.216216216216216,0.0268199233716475,0.5,0.0,0.0833333333333333,0.5,0.0526315789473684,0.176470588235294,0.0490196078431373,0.0188679245283019,0.896551724137931,0.0058997050147492,0.0,0.111111111111111,0.1,0.2,0.0365853658536585,0.0,0.421052631578947,0.357142857142857,0.0256410256410256,0.571428571428571,0.352941176470588,0.125,0.610294117647059,0.153846153846154,0.0,0.0,0,0.230769230769231,0.0,0.0,0.0,0.206896551724138,0.2,0.0,0.0,0.0,0.352941176470588,0.5,0.0,0.282485875706215,0.666666666666667,0.0862068965517241,0.142857142857143,0,0.0512820512820513,0.0,0.0769230769230769,0.142857142857143,0.0,0.8,0,0.2,0.0,0.390804597701149,0.5,0.125,0.333333333333333,0.0666666666666667,0.25,0.36,0.0555555555555556,0.0338983050847458,0.333333333333333,0.25,0.0833333333333333,0.458333333333333,0.0,0.0,0.283950617283951,0.5,0.0,0.0,0.0,0.0,0.0,0,0.162162162162162,0.0
TCGA-DU-A5TT-01A-11R-A28M-07,0.0333333333333333,0.0353982300884956,0.07,0.207920792079208,0.0,0.317073170731707,0.0,0.0645161290322581,0.11304347826087,0.25,0.4,0.0588235294117647,0.244505494505494,0.0,0.393008474576271,0.0,0.0,0.0,0.0784313725490196,0.0,0.283783783783784,0.053639846743295,0.125,0.1,0.0833333333333333,0.25,0.0,0.117647058823529,0.0294117647058824,0.0,0.0,0.0147492625368732,0.0,0.333333333333333,0.0,0.3,0.268292682926829,0.25,0.0526315789473684,0.714285714285714,0.0256410256410256,0.0,0.529411764705882,0.5,0.345588235294118,0.128205128205128,0.0,0.2,0,0.192307692307692,0.666666666666667,0.0217391304347826,0.0588235294117647,0.241379310344828,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.15819209039548,0.166666666666667,0.103448275862069,0.0,0,0.102564102564103,0.142857142857143,0.115384615384615,0.0,0.0,0.5,0,0.2,0.0,0.195402298850575,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0338983050847458,0.0238095238095238,0.0,0.0555555555555556,0.125,0.2,0.5,0.419753086419753,0.25,0.25,0.0,0.0,0.0,0.166666666666667,0,0.162162162162162,0.0
TCGA-TQ-A7RP-01A-21R-A34F-07,0.0,0.0486725663716814,0.035,0.554455445544555,0.0,0.268292682926829,0.0,0.0161290322580645,0.269565217391304,0.153846153846154,0.0,0.176470588235294,0.0989010989010989,0.0,0.601694915254237,0.0357142857142857,0.0,0.333333333333333,0.313725490196078,0.0,0.216216216216216,0.0574712643678161,1.0,1.0,0.25,0.0,0.105263157894737,0.117647058823529,0.245098039215686,0.0754716981132075,0.0689655172413793,0.0117994100294985,0.0256410256410256,0.555555555555556,0.2,0.3,0.24390243902439,0.0,0.0,0.142857142857143,0.0,0.428571428571429,0.176470588235294,0.5,0.0955882352941176,0.153846153846154,0.0,0.0,0,0.192307692307692,0.0,0.0217391304347826,0.0588235294117647,0.0689655172413793,0.0,0.0,0.0,0.25,0.117647058823529,0.0,0.0,0.271186440677966,0.222222222222222,0.0344827586206897,0.428571428571429,0,0.128205128205128,0.285714285714286,0.0769230769230769,0.285714285714286,0.0,0.2,0,0.2,0.0,0.390804597701149,0.0,0.125,0.0,0.133333333333333,0.0,0.04,0.138888888888889,0.0084745762711864,0.452380952380952,0.25,0.166666666666667,0.0833333333333333,1.0,0.0,0.246913580246914,0.0,0.0,1.0,0.125,0.0,0.0,0,0.243243243243243,0.142857142857143
TCGA-S9-A7IQ-01A-21R-A34F-07,0.0666666666666667,0.0221238938053097,0.1275,0.207920792079208,0.0,0.121951219512195,0.0,0.0967741935483871,0.0608695652173913,0.0961538461538462,0.0,0.0,0.0521978021978022,0.0,0.180084745762712,0.0,0.121951219512195,0.0,0.0,0.0,0.175675675675676,0.0114942528735632,0.5,0.0666666666666667,0.0833333333333333,0.0,0.0526315789473684,0.117647058823529,0.0588235294117647,0.150943396226415,0.0344827586206897,0.0088495575221238,0.0,0.111111111111111,0.2,0.0,0.0487804878048781,0.0,0.0,0.142857142857143,0.0,0.0,0.117647058823529,0.125,0.0955882352941176,0.102564102564103,0.0,0.0,0,0.5,0.0,0.0869565217391304,0.264705882352941,0.0,0.0,0.0,0.117647058823529,0.0,0.0588235294117647,0.0,0.0,0.101694915254237,0.277777777777778,0.0517241379310345,0.142857142857143,0,0.102564102564103,0.0,0.269230769230769,0.142857142857143,0.0,0.1,0,0.0,0.0,0.0919540229885057,0.333333333333333,0.0,1.0,0.0666666666666667,0.0,0.28,0.0555555555555556,0.0,0.0476190476190476,0.0,0.0555555555555556,0.166666666666667,0.0,0.0,0.259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0,0.108108108108108,0.142857142857143
TCGA-HW-7489-01A-11R-2027-07,0.0333333333333333,0.0353982300884956,0.13,0.148514851485149,0.0,0.0487804878048781,0.0625,0.0161290322580645,0.339130434782609,0.153846153846154,0.0,0.0,0.21978021978022,0.5,0.257415254237288,0.0,0.0731707317073171,0.0,0.0196078431372549,0.0769230769230769,0.135135135135135,0.0,0.25,0.133333333333333,0.0833333333333333,0.0,0.0526315789473684,0.176470588235294,0.0392156862745098,0.132075471698113,0.0,0.0058997050147492,0.0,0.0,0.2,0.0,0.170731707317073,0.0,0.0526315789473684,0.142857142857143,0.0,0.0,0.0,0.0,0.117647058823529,0.0512820512820513,0.0,0.0,0,0.384615384615385,0.0,0.0869565217391304,0.147058823529412,0.0689655172413793,0.0,0.0,0.117647058823529,0.0,0.0,0.0,0.0,0.141242937853107,0.166666666666667,0.155172413793103,0.142857142857143,0,0.0769230769230769,0.428571428571429,0.115384615384615,0.0,0.0,0.3,0,0.0,0.0,0.0574712643678161,0.0,0.0625,0.0,0.133333333333333,0.0,0.16,0.0,0.0084745762711864,0.0952380952380952,0.25,0.0833333333333333,0.208333333333333,0.0,0.0,0.246913580246914,0.0,0.0,0.0,0.0,0.0,0.0,0,0.189189189189189,0.0
TCGA-S9-A6WN-01A-12R-A33Z-07,0.0666666666666667,0.0486725663716814,0.035,0.366336633663366,0.125,0.121951219512195,0.0,0.0483870967741935,0.0434782608695652,0.115384615384615,0.0,0.0588235294117647,0.0274725274725275,0.0,0.106991525423729,0.0,0.0,0.0,0.0784313725490196,0.0,0.0405405405405405,0.0076628352490421,0.0,0.3,0.166666666666667,0.0,0.0,0.117647058823529,0.0196078431372549,0.0754716981132075,0.0,0.0029498525073746,0.0256410256410256,0.111111111111111,0.0,0.1,0.121951219512195,0.05,0.210526315789474,0.142857142857143,0.102564102564103,0.142857142857143,0.352941176470588,0.25,0.0294117647058824,0.0,0.0,0.0,0,0.0384615384615385,0.0,0.0,0.0294117647058824,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0903954802259887,0.0,0.0172413793103448,0.0,0,0.102564102564103,0.0,0.307692307692308,0.0,0.0,0.0,0,0.0,0.0,0.126436781609195,0.166666666666667,0.0,0.333333333333333,0.0666666666666667,0.0,0.08,0.0555555555555556,0.0254237288135593,0.166666666666667,0.0,0.166666666666667,0.0416666666666667,0.0,0.0,0.0864197530864197,0.0,0.0,0.142857142857143,0.25,0.0,0.166666666666667,0,0.135135135135135,0.142857142857143
TCGA-TQ-A7RO-01A-11R-A33Z-07,0.133333333333333,0.0486725663716814,0.07,0.297029702970297,0.0,0.121951219512195,0.0,0.032258064516129,0.0260869565217391,0.0769230769230769,0.0,0.529411764705882,0.021978021978022,0.0,0.342161016949153,0.0,0.024390243902439,0.0,0.196078431372549,0.153846153846154,0.189189189189189,0.0076628352490421,0.0,0.0,0.166666666666667,0.0,0.157894736842105,0.5,0.0588235294117647,0.169811320754717,0.0,0.0117994100294985,0.115384615384615,0.111111111111111,0.2,0.1,0.207317073170732,0.15,0.315789473684211,0.0714285714285714,0.0,0.142857142857143,0.470588235294118,0.125,0.110294117647059,0.179487179487179,0.0,0.2,0,0.115384615384615,0.333333333333333,0.0217391304347826,0.382352941176471,0.0344827586206897,0.0,0.0,0.352941176470588,0.25,0.176470588235294,0.0,0.0,0.242937853107345,0.111111111111111,0.0172413793103448,0.142857142857143,0,0.102564102564103,0.0,0.461538461538462,0.142857142857143,0.0,0.2,0,0.4,0.0,0.264367816091954,0.333333333333333,0.0,0.0,0.0666666666666667,0.0,0.08,0.0,0.0,0.214285714285714,0.5,0.472222222222222,0.333333333333333,0.2,0.0,0.320987654320988,0.0,0.0,0.142857142857143,0.125,0.0,0.166666666666667,0,0.216216216216216,0.0
TCGA-HT-A5RC-01A-11R-A28M-07,0.433333333333333,0.0044247787610619,0.0275,0.346534653465347,0.375,0.463414634146341,0.0,0.0161290322580645,0.0695652173913043,0.0769230769230769,0.2,0.529411764705882,0.10989010989011,0.0,0.114406779661017,0.0,0.024390243902439,0.0,0.215686274509804,0.0,0.256756756756757,0.0498084291187739,0.125,0.0333333333333333,0.0833333333333333,0.0,0.210526315789474,0.5,0.0588235294117647,0.0377358490566038,0.241379310344828,0.0117994100294985,0.0769230769230769,0.555555555555556,0.0,0.0,0.329268292682927,0.15,0.210526315789474,0.285714285714286,0.102564102564103,0.428571428571429,0.235294117647059,0.5,0.176470588235294,0.205128205128205,0.0,0.0,0,0.230769230769231,0.0,0.0,0.0,0.103448275862069,0.0,0.5,0.117647058823529,0.25,0.176470588235294,0.0,0.0,0.333333333333333,0.111111111111111,0.0,0.0,0,0.128205128205128,0.0,0.0,0.142857142857143,0.0,0.4,0,0.0,0.0,0.344827586206897,0.166666666666667,0.0625,0.0,0.4,0.0,0.16,0.0277777777777778,0.0,0.0,0.0,0.138888888888889,0.166666666666667,0.0,0.0,0.271604938271605,0.75,0.25,0.0,0.25,0.0,0.0,0,0.243243243243243,0.0
TCGA-DU-A5TP-01A-11R-A28M-07,0.3,0.0221238938053097,0.12,0.099009900990099,0.0,0.439024390243902,0.0,0.032258064516129,0.104347826086957,0.115384615384615,0.4,0.117647058823529,0.151098901098901,0.0,0.0402542372881356,0.0,0.219512195121951,0.0,0.0,0.0,0.297297297297297,0.0383141762452107,0.0,0.0,0.166666666666667,0.25,0.0,0.352941176470588,0.0784313725490196,0.113207547169811,0.0344827586206897,0.0029498525073746,0.0769230769230769,0.222222222222222,0.0,0.1,0.219512195121951,0.0,0.0,0.285714285714286,0.0256410256410256,0.142857142857143,0.117647058823529,0.125,0.220588235294118,0.0769230769230769,0.0,0.4,0,0.153846153846154,0.0,0.108695652173913,0.0882352941176471,0.0,0.0,0.0,0.235294117647059,0.0,1.0,0.0,0.0,0.333333333333333,0.555555555555556,0.0344827586206897,0.0,0,0.0769230769230769,0.0,0.230769230769231,0.0,0.0,0.2,0,0.0,0.0,0.252873563218391,0.0,0.0,0.0,0.533333333333333,0.0,0.12,0.0277777777777778,0.0,0.0,0.75,0.194444444444444,0.166666666666667,0.0,0.0,0.185185185185185,0.75,0.0,0.285714285714286,0.5,0.0,0.0,0,0.351351351351351,0.142857142857143
TCGA-DU-8158-01A-11R-2256-07,0.2,0.0176991150442478,0.1825,0.396039603960396,0.125,0.390243902439024,0.125,0.241935483870968,0.443478260869565,0.403846153846154,0.2,0.117647058823529,0.315934065934066,0.0,0.346398305084746,0.464285714285714,0.0731707317073171,0.666666666666667,0.0784313725490196,0.0,0.202702702702703,0.0191570881226054,0.375,0.333333333333333,0.0833333333333333,0.0,0.421052631578947,0.176470588235294,0.0098039215686274,0.0,0.0689655172413793,0.0176991150442478,0.0384615384615385,1.0,0.0,0.0,0.24390243902439,0.05,0.0,0.285714285714286,0.205128205128205,0.0,0.117647058823529,0.375,0.0882352941176471,0.0769230769230769,0.0,0.0,0,0.153846153846154,0.0,0.0434782608695652,0.0294117647058824,0.0,0.0,0.0,0.117647058823529,0.0,0.117647058823529,0.0,0.0,0.141242937853107,0.0,0.0172413793103448,0.142857142857143,0,0.102564102564103,0.142857142857143,0.230769230769231,0.142857142857143,0.0,0.2,1,0.0,0.0,0.275862068965517,0.0,0.0,0.333333333333333,0.2,0.5,0.96,0.0,0.135593220338983,0.0,0.0,0.611111111111111,0.25,0.0,0.0,0.283950617283951,0.25,0.25,0.0,0.125,0.0,0.166666666666667,0,0.243243243243243,0.142857142857143
TCGA-E1-A7YE-01A-11R-A34F-07,0.266666666666667,0.0353982300884956,0.13,0.465346534653465,1.0,0.585365853658537,0.0,0.032258064516129,0.147826086956522,0.173076923076923,0.2,0.470588235294118,0.0604395604395604,0.0,0.13771186440678,0.0,0.268292682926829,0.0,0.176470588235294,0.0769230769230769,0.432432432432432,0.0651340996168582,0.125,0.133333333333333,0.333333333333333,0.25,0.157894736842105,0.323529411764706,0.0490196078431373,0.0943396226415094,0.103448275862069,0.0088495575221238,0.243589743589744,0.111111111111111,0.6,0.5,0.439024390243902,0.25,0.263157894736842,0.857142857142857,0.487179487179487,0.428571428571429,0.882352941176471,0.375,0.308823529411765,0.743589743589744,0.0,0.0,0,0.230769230769231,0.0,0.0869565217391304,0.205882352941176,0.241379310344828,0.2,1.0,0.352941176470588,0.0,0.411764705882353,0.0,0.0,0.372881355932203,0.611111111111111,0.0344827586206897,0.0,0,0.179487179487179,0.0,0.461538461538462,0.428571428571429,0.5,0.8,0,0.0,0.333333333333333,0.609195402298851,0.333333333333333,0.4375,0.0,0.0666666666666667,0.0,0.12,0.166666666666667,0.0,0.0952380952380952,0.5,0.166666666666667,0.291666666666667,0.4,0.0,0.333333333333333,0.75,0.0,0.857142857142857,0.875,0.0,0.5,0,1.0,0.0
TCGA-DB-A4XD-01A-11R-A27Q-07,0.0333333333333333,0.084070796460177,0.1325,0.178217821782178,0.0,0.146341463414634,0.0625,0.0483870967741935,0.0782608695652174,0.0769230769230769,0.2,0.176470588235294,0.0934065934065934,0.0,0.302966101694915,0.0,0.0975609756097561,0.333333333333333,0.0784313725490196,0.307692307692308,0.432432432432432,0.0076628352490421,0.125,0.0,0.0,0.0,0.0526315789473684,0.147058823529412,0.0686274509803922,0.132075471698113,0.0344827586206897,0.0029498525073746,0.0,0.0,0.0,0.1,0.207317073170732,0.0,0.157894736842105,0.214285714285714,0.0,0.0,0.0588235294117647,0.0,0.227941176470588,0.153846153846154,0.0,0.2,0,0.0769230769230769,0.0,0.0217391304347826,0.0588235294117647,0.103448275862069,0.0,0.0,0.235294117647059,0.0,0.0588235294117647,0.0,0.0,0.214689265536723,0.111111111111111,0.0517241379310345,0.142857142857143,0,0.0256410256410256,0.0,0.0769230769230769,0.0,0.0,0.0,0,0.0,0.0,0.28735632183908,0.0,0.125,0.0,0.0,0.0,0.12,0.0,0.076271186440678,0.0238095238095238,0.5,0.166666666666667,0.0833333333333333,0.2,0.0,0.185185185185185,0.0,0.0,0.142857142857143,0.0,0.0,0.0,0,0.378378378378378,0.142857142857143
TCGA-CS-5393-01A-01R-1470-07,0.233333333333333,0.0398230088495575,0.1025,0.277227722772277,0.0,0.121951219512195,0.0,0.0967741935483871,0.0521739130434783,0.192307692307692,0.0,0.176470588235294,0.142857142857143,0.0,0.0985169491525424,0.0,0.0731707317073171,0.0,0.0,0.0769230769230769,0.216216216216216,0.0076628352490421,0.0,0.133333333333333,0.166666666666667,0.0,0.157894736842105,0.117647058823529,0.0392156862745098,0.113207547169811,0.0689655172413793,0.0029498525073746,0.0,0.111111111111111,0.1,0.0,0.109756097560976,0.0,0.0526315789473684,0.214285714285714,0.0256410256410256,0.0,0.0,0.0,0.110294117647059,0.0,0.0,0.0,0,0.0769230769230769,0.0,0.369565217391304,0.0588235294117647,0.0689655172413793,0.0,0.0,0.176470588235294,0.0,0.0588235294117647,0.0,0.0,0.146892655367232,0.388888888888889,0.120689655172414,0.142857142857143,0,0.205128205128205,0.0,0.0384615384615385,0.0,0.0,0.1,0,0.0,0.0,0.0804597701149425,0.0,0.0,0.0,0.133333333333333,0.0,0.28,0.0277777777777778,0.0084745762711864,0.0714285714285714,0.0,0.305555555555556,0.125,0.0,0.5,0.0864197530864197,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0810810810810811,0.0
