sample,MIR4664,MIR5087,MIR573,MIR6828,MIR145,MIR4284,MIR153.1,MIR4768,MIR186,MIR708,MIR4682,MIR26A2,MIR429,MIR8083,MIR641,MIR5695,MIR554,MIR4263,MIR590,MIR647,MIR1270,MIR6081,MIR3149,MIR200B,MIR6772,MIR659,MIR7854,MIR4442,MIR6838,MIR3682,MIR553,MIR4292,MIR1244.3,MIR635,MIR3176,MIR378J,MIR1286,MIR5195,MIR1268B,MIR1244.2,AL513534.1,MIR7856,MIR6740,MIR760,MIR5572,MIR6503,MIR126,MIR6859.4,MIR4324,MIR3186,MIR543,MIR4740,MIR6512,MIR25,MIR570,MIR548H1,MIR1244.4,MIR3646,MIR4635,MIR4653,MIR221,MIR5693,MIR6514,MIR616,AC002059.2,MIR3131,MIR140,MIR6739,MIR4482,MIR4652,MIR3177,MIR4258,MIR4477B,MIR3657,MIR4639,MIR6804,MIR324,MIR5581,MIR5010,MIR320E,MIR23B,MIR7111,MIR4770,MIR8078,MIR3685,MIR106B,MIR95,MIR3939,MIR509.3,MIR3122,MIR4312,MIR645,MIR5690,MIR210,MIR3683,MIR320A,MIR378A,MIR3164,MIR103A2,MIR2355
TCGA-BP-4329-01A-02R-1289-07,0.051546392,0.2,0.064516129,0.0,0.056603774,0.0,0.0,0.128440367,0.068181818,0.0,0.0,0.0,0.0,0.058823529,0.085714286,0.0,0.0,0.147058824,0.04494382,0.109004739,0.133027523,0.2,0.25,0.0,0.019047619,0.214285714,0.0,0.111111111,0.0,0.10989011,0.090909091,0.025974026,0.028089888,0.083870968,0.037974684,0.096774194,0.0,0.02173913,0.0,0.10380117,0.057971014,0.058823529,0.0,0.0,0.0,0.035714286,0.051282051,0.0,0.037037037,0.058823529,0.0,0.033333333,0.181818182,0.146067416,0.042553191,0.066666667,0.052863436,0.0,0.0,0.0,0.028776978,0.0,0.0,0.005797101,0.0,0.0,0.066091954,0.136363636,0.024390244,0.0,0.0,0.133333333,0.340909091,0.0,0.0,0.166666667,0.128205128,0.0,0.14,0.205882353,0.0,0.102564103,0.0,0.25,0.038709677,0.0,0.0,0.0,0.0,0.0,0.076923077,0.0,0.143939394,0.195238095,0.0,0.0,0.0,0.078947368,0.0,0.0
TCGA-BP-4330-01A-01R-1289-07,0.237113402,0.133333333,0.268817204,0.0,0.29245283,0.0,0.0,0.0,0.227272727,0.0,0.111111111,0.090909091,0.005649718,0.019607843,0.2,0.266666667,0.0,0.132352941,0.224719101,0.421800948,0.334862385,0.0,0.25,0.074074074,0.123809524,0.142857143,0.0,0.0,0.0,0.098901099,0.272727273,0.220779221,0.011235955,0.335483871,0.164556962,0.225806452,0.0,0.065217391,0.0,0.024853801,0.246376812,0.470588235,0.0,0.111111111,0.0,0.5,0.085470085,0.083333333,0.148148148,0.764705882,0.0,0.366666667,0.363636364,0.269662921,0.288416076,0.0,0.011013216,0.083333333,0.094155844,0.094594595,0.0,0.0,0.125,0.034782609,0.0,0.0,0.313218391,0.318181818,0.073170732,0.0,0.142857143,0.466666667,0.227272727,0.176470588,0.090909091,0.333333333,0.153846154,0.52173913,0.16,0.441176471,0.0,0.179487179,0.0,0.0,0.025806452,0.1875,0.0,0.333333333,0.133333333,0.0,0.0,0.257142857,0.053030303,0.461904762,0.0,0.0,0.142857143,0.0,0.0,0.0
TCGA-BP-4331-01A-01R-1289-07,0.690721649,0.066666667,0.333333333,0.0,0.320754717,0.0,0.0,0.146788991,0.534090909,0.166666667,0.0,0.090909091,0.076271186,0.078431373,0.4,0.0,0.0,0.264705882,0.393258427,0.440758294,0.096330275,0.0,0.25,0.055555556,0.238095238,0.142857143,0.0,0.055555556,0.0,0.241758242,0.045454545,0.324675325,0.056179775,0.541935484,0.379746835,0.387096774,0.0,0.065217391,0.2,0.16374269,0.289855072,0.176470588,0.285714286,0.111111111,0.0,0.714285714,0.675213675,0.75,0.074074074,0.235294118,0.0,0.566666667,0.454545455,0.516853933,0.177304965,0.0,0.077092511,0.106060606,0.094155844,0.081081081,0.050359712,0.25,0.25,0.034782609,0.166666667,0.039215686,0.091954023,0.363636364,0.195121951,0.0,0.285714286,0.333333333,0.204545455,0.235294118,0.272727273,0.5,0.615384615,0.391304348,0.24,0.441176471,0.141304348,0.205128205,0.0,0.0,0.103225806,0.25,0.0,0.266666667,0.133333333,0.0,0.153846154,0.342857143,0.007575758,0.40952381,0.0,0.222222222,0.628571429,0.105263158,0.0,0.076923077
TCGA-BP-4332-01A-01R-1289-07,0.206185567,0.0,0.451612903,0.0,0.433962264,0.111111111,0.0,0.096330275,0.568181818,0.583333333,0.222222222,0.090909091,0.059322034,0.019607843,0.228571429,0.0,0.083333333,0.073529412,0.438202247,0.232227488,0.041284404,0.05,0.0625,0.055555556,0.123809524,0.357142857,0.0,0.0,0.0,0.076923077,0.318181818,0.246753247,0.050561798,0.225806452,0.075949367,0.225806452,0.25,0.065217391,0.0,0.162280702,0.188405797,0.117647059,0.0,0.222222222,0.0,0.035714286,0.239316239,0.083333333,0.111111111,0.705882353,0.0,0.4,0.090909091,0.606741573,0.101654846,0.066666667,0.127753304,0.037878788,0.051948052,0.175675676,0.035971223,0.25,0.5,0.031884058,0.0,0.0,0.060344828,0.090909091,0.048780488,0.6,0.142857143,0.466666667,0.090909091,0.058823529,0.454545455,0.0,0.128205128,0.304347826,0.1,0.294117647,0.141304348,0.179487179,0.0,0.5,0.135483871,0.6875,0.333333333,0.1,0.133333333,0.0,0.076923077,0.057142857,0.0,0.238095238,0.0,0.0,0.0,0.052631579,0.2,0.0
TCGA-BP-4334-01A-01R-1289-07,0.0,1.0,0.0,0.0,0.018867925,0.0,0.0,0.018348624,0.0,0.083333333,0.222222222,0.090909091,0.059322034,0.058823529,0.028571429,0.0,0.083333333,0.014705882,0.0,0.236966825,0.0,0.0,0.0,0.055555556,0.0,0.0,0.0,0.0,0.0,0.197802198,0.0,0.207792208,0.039325843,0.032258065,0.0,0.0,0.0,0.0,0.266666667,0.048245614,0.0,0.0,0.0,0.0,0.142857143,0.0,0.076923077,0.0,0.0,0.0,0.0,0.3,0.0,0.123595506,0.023640662,0.0,0.046255507,0.0,0.003246753,0.040540541,0.064748201,0.0,0.0,0.037681159,0.0,0.0,0.0,0.045454545,0.0,0.0,0.0,0.0,0.227272727,0.0,0.090909091,0.0,0.179487179,0.0,0.02,0.235294118,0.0,0.102564103,0.0,0.0,0.038709677,0.125,0.0,0.033333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.0,0.0,0.0,0.0
TCGA-BP-4335-01A-01R-1289-07,0.020618557,0.2,0.075268817,0.0,0.141509434,0.222222222,0.0,0.252293578,0.295454545,0.083333333,0.222222222,0.090909091,0.011299435,0.0,0.085714286,0.0,0.083333333,0.102941176,0.04494382,0.199052133,0.19266055,0.05,0.125,0.018518519,0.104761905,0.071428571,0.0,0.0,0.0,0.098901099,0.0,0.220779221,0.084269663,0.219354839,0.037974684,0.193548387,0.0,0.173913043,0.2,0.108187135,0.130434783,0.176470588,0.285714286,0.111111111,0.0,0.107142857,0.170940171,0.0,0.0,0.176470588,1.0,0.333333333,0.272727273,0.08988764,0.094562648,0.0,0.116740088,0.037878788,0.012987013,0.094594595,0.028776978,0.0,0.125,0.08115942,0.0,0.039215686,0.08045977,0.090909091,0.097560976,0.0,0.142857143,0.066666667,0.25,0.117647059,0.454545455,0.0,0.051282051,0.0,0.0,0.294117647,0.010869565,0.153846154,0.0,0.0,0.122580645,0.125,0.333333333,0.033333333,0.066666667,0.0,0.076923077,0.057142857,0.060606061,0.057142857,0.0,0.111111111,0.028571429,0.052631579,0.2,0.076923077
TCGA-BP-4338-01A-01R-1289-07,0.309278351,0.066666667,0.139784946,0.0,0.0,0.0,0.0,0.26146789,0.0,0.0,0.111111111,0.181818182,0.0,0.019607843,0.028571429,0.0,0.0,0.161764706,0.02247191,0.018957346,0.165137615,0.0,0.25,0.0,0.00952381,0.071428571,0.125,0.055555556,0.0,0.043956044,0.0,0.025974026,0.005617978,0.135483871,0.050632911,0.032258065,0.0,0.0,0.0,0.07748538,0.028985507,0.058823529,0.0,0.0,0.0,0.071428571,0.008547009,0.0,0.037037037,0.0,0.0,0.0,0.363636364,0.04494382,0.033096927,0.066666667,0.015418502,0.022727273,0.11038961,0.067567568,0.0,0.0,0.0,0.0,0.0,0.0,0.054597701,0.045454545,0.048780488,0.2,0.0,0.2,0.022727273,0.117647059,0.0,0.0,0.0,0.0,0.04,0.147058824,0.0,0.025641026,0.0,0.0,0.083870968,0.25,0.0,0.0,0.0,0.0,0.076923077,0.028571429,0.053030303,0.052380952,0.0,0.0,0.028571429,0.026315789,0.0,0.0
TCGA-BP-4340-01A-01R-1289-07,0.144329897,0.266666667,0.139784946,0.0,0.08490566,0.0,0.058823529,0.146788991,0.159090909,0.0,0.0,0.181818182,0.005649718,0.019607843,0.085714286,0.4,0.333333333,0.411764706,0.359550562,0.464454976,0.137614679,0.3,0.0,0.018518519,0.295238095,0.142857143,0.0,0.055555556,0.5,0.076923077,0.454545455,0.311688312,0.02247191,0.419354839,0.278481013,0.451612903,0.0,0.326086957,0.0,0.051169591,0.739130435,0.588235294,0.142857143,0.0,0.0,0.071428571,0.034188034,0.083333333,0.074074074,0.588235294,0.0,0.233333333,0.636363636,0.258426966,0.477541371,0.0,0.04185022,0.075757576,0.191558442,0.310810811,0.028776978,0.25,0.375,0.086956522,0.333333333,0.294117647,0.247126437,0.227272727,0.024390244,0.0,0.0,0.6,0.25,0.470588235,0.090909091,0.0,0.948717949,0.347826087,0.24,0.176470588,0.0,0.102564103,0.0,0.0,0.122580645,0.0,0.0,0.033333333,0.266666667,0.2,0.0,0.371428571,0.007575758,0.223809524,0.0,0.0,0.028571429,1.0,0.0,0.230769231
TCGA-BP-4341-01A-01R-1289-07,0.06185567,0.0,0.204301075,0.5,0.141509434,0.0,0.0,0.775229358,0.147727273,0.166666667,0.444444444,0.0,0.014124294,0.098039216,0.057142857,0.066666667,0.333333333,0.191176471,0.08988764,0.402843602,0.178899083,0.05,0.0,0.0,0.314285714,0.285714286,0.0,0.111111111,0.0,0.21978022,0.045454545,0.272727273,0.095505618,0.2,0.164556962,0.161290323,0.0,0.065217391,0.6,0.274853801,0.333333333,0.294117647,0.0,0.0,0.0,0.142857143,0.547008547,0.0,0.037037037,0.411764706,0.6,0.566666667,0.090909091,0.247191011,0.224586288,0.2,0.242290749,0.053030303,0.061688312,0.22972973,0.028776978,0.25,0.125,0.005797101,0.0,0.078431373,0.281609195,0.090909091,0.097560976,0.0,0.142857143,0.2,0.295454545,0.117647059,0.272727273,0.0,0.666666667,0.130434783,0.12,0.470588235,0.032608696,0.205128205,0.0,0.0,0.109677419,0.0625,0.0,0.166666667,0.266666667,0.0,0.153846154,0.2,0.075757576,0.347619048,0.0,0.333333333,0.028571429,0.131578947,0.4,0.153846154
TCGA-BP-4342-01A-01R-1289-07,0.175257732,0.0,0.376344086,0.0,0.339622642,0.222222222,0.0,0.220183486,0.136363636,0.0,0.222222222,0.090909091,0.005649718,0.352941176,0.142857143,0.8,0.333333333,0.235294118,0.247191011,0.383886256,0.100917431,0.0,0.75,0.0,0.238095238,0.142857143,0.0,0.111111111,0.0,0.10989011,0.136363636,0.220779221,0.056179775,0.290322581,0.113924051,0.290322581,0.5,0.239130435,0.533333333,0.185672515,0.15942029,0.117647059,0.571428571,0.0,0.142857143,0.321428571,0.239316239,0.083333333,0.296296296,0.470588235,0.8,0.133333333,0.181818182,0.303370787,0.541371158,0.0,0.105726872,0.166666667,0.113636364,0.121621622,0.050359712,0.25,0.125,0.026086957,0.5,0.0,0.0,0.545454545,0.048780488,0.0,0.571428571,0.466666667,0.227272727,0.176470588,0.181818182,0.666666667,0.333333333,0.130434783,0.28,0.411764706,0.010869565,0.051282051,0.0,0.0,0.174193548,0.1875,0.0,0.2,0.0,0.0,0.230769231,0.0,0.060606061,0.295238095,0.0,0.555555556,0.028571429,0.236842105,0.2,0.0
TCGA-BP-4343-01A-02R-1289-07,0.030927835,0.133333333,0.064516129,0.0,0.028301887,0.0,0.0,0.091743119,0.068181818,0.083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529,0.078651685,0.0,0.032110092,0.0,0.0,0.0,0.0,0.214285714,0.0,0.0,0.0,0.021978022,0.090909091,0.0,0.04494382,0.038709677,0.0,0.032258065,0.0,0.02173913,0.0,0.05994152,0.014492754,0.0,0.0,0.0,0.0,0.107142857,0.008547009,0.083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.026004728,0.0,0.035242291,0.015151515,0.003246753,0.027027027,0.007194245,0.0,0.0,0.002898551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025641026,0.0,0.0,0.019354839,0.0625,0.0,0.0,0.066666667,0.0,0.153846154,0.0,0.0,0.004761905,0.0,0.0,0.028571429,0.0,0.0,0.0
TCGA-BP-4344-01A-01R-1289-07,0.041237113,0.066666667,0.268817204,0.0,0.613207547,0.111111111,0.0,0.119266055,0.363636364,0.083333333,0.0,0.090909091,0.014124294,0.078431373,0.114285714,0.0,0.0,0.073529412,0.415730337,0.142180095,0.032110092,0.0,0.125,0.0,0.123809524,0.071428571,0.0,0.0,0.0,0.153846154,0.318181818,0.207792208,0.101123596,0.129032258,0.126582278,0.35483871,0.25,0.02173913,0.0,0.116959064,0.202898551,0.470588235,0.0,0.222222222,0.142857143,0.392857143,0.735042735,0.083333333,0.074074074,0.235294118,0.0,0.366666667,0.090909091,0.337078652,0.06855792,0.0,0.116740088,0.045454545,0.048701299,0.054054054,0.079136691,0.0,0.5,0.026086957,0.333333333,0.0,0.077586207,0.272727273,0.024390244,0.2,0.142857143,0.266666667,0.409090909,0.117647059,0.272727273,0.166666667,0.102564103,0.434782609,0.34,0.264705882,0.152173913,0.076923077,0.0,0.25,0.038709677,0.125,0.0,0.133333333,0.0,0.0,0.153846154,0.0,0.0,0.166666667,0.0,0.0,0.0,0.026315789,0.2,0.076923077
TCGA-BP-4345-01A-01R-1289-07,0.072164948,0.0,0.096774194,0.0,0.216981132,0.111111111,0.0,0.550458716,0.125,0.083333333,0.111111111,0.090909091,0.0,0.019607843,0.0,0.2,0.0,0.132352941,0.08988764,0.123222749,0.096330275,0.15,0.0625,0.0,0.00952381,0.142857143,0.0,0.0,0.0,0.318681319,0.0,0.025974026,0.033707865,0.277419355,0.063291139,0.129032258,0.0,0.02173913,0.066666667,0.362573099,0.202898551,0.058823529,0.0,0.0,0.0,0.035714286,0.034188034,0.0,0.074074074,0.352941176,0.0,0.166666667,0.272727273,0.08988764,0.1678487,0.0,0.04185022,0.0,0.00974026,0.135135135,0.014388489,0.25,0.0,0.008695652,0.166666667,0.058823529,0.005747126,0.227272727,0.170731707,0.0,0.0,0.2,0.272727273,0.117647059,0.272727273,0.0,0.128205128,0.0,0.14,0.411764706,0.0,0.076923077,0.0,0.0,0.096774194,0.0625,0.0,0.1,0.066666667,0.0,0.230769231,0.057142857,0.090909091,0.076190476,0.0,0.0,0.028571429,0.026315789,0.0,0.230769231
TCGA-BP-4346-01A-01R-1289-07,0.257731959,0.133333333,0.150537634,0.0,0.264150943,0.0,0.0,0.188073394,0.204545455,0.25,0.0,0.090909091,0.014124294,0.019607843,0.028571429,0.2,0.166666667,0.205882353,0.179775281,0.388625592,0.133027523,0.1,0.3125,0.037037037,0.123809524,0.0,0.0,0.0,0.0,0.065934066,0.318181818,0.272727273,0.005617978,0.15483871,0.303797468,0.161290323,0.0,0.043478261,0.0,0.06871345,0.434782609,0.764705882,0.285714286,0.111111111,0.285714286,0.035714286,0.068376068,0.166666667,0.074074074,0.235294118,0.0,0.266666667,0.636363636,0.573033708,0.274231678,0.066666667,0.013215859,0.075757576,0.084415584,0.121621622,0.028776978,0.25,0.375,0.002898551,0.166666667,0.058823529,0.158045977,0.181818182,0.024390244,0.0,0.142857143,0.533333333,0.204545455,0.294117647,0.363636364,0.0,0.230769231,0.304347826,0.32,0.382352941,0.010869565,0.307692308,0.0,0.0,0.077419355,0.125,0.0,0.066666667,0.133333333,0.4,0.307692308,0.0,0.007575758,0.238095238,0.0,0.111111111,0.057142857,0.105263158,0.0,0.076923077
TCGA-BP-4347-01A-01R-1289-07,0.082474227,0.133333333,0.333333333,0.0,0.669811321,0.0,0.0,0.275229358,0.181818182,0.333333333,0.222222222,0.272727273,0.04519774,0.058823529,0.142857143,0.133333333,0.0,0.176470588,0.674157303,0.383886256,0.26146789,0.0,0.125,0.074074074,0.047619048,0.071428571,0.0,0.166666667,0.0,0.230769231,0.181818182,0.103896104,0.005617978,0.825806452,0.17721519,0.387096774,0.75,0.0,0.133333333,0.062865497,0.52173913,0.882352941,0.0,0.0,0.0,0.071428571,0.256410256,0.0,0.074074074,0.352941176,0.0,0.2,0.545454545,0.348314607,0.19858156,0.0,0.017621145,0.083333333,0.097402597,0.189189189,0.014388489,0.0,0.125,0.034782609,0.166666667,0.254901961,0.120689655,0.181818182,0.146341463,0.0,0.142857143,0.266666667,0.227272727,0.588235294,0.272727273,0.0,0.282051282,0.043478261,0.38,0.705882353,0.043478261,0.153846154,0.0,0.25,0.180645161,0.125,0.666666667,0.033333333,0.266666667,0.0,0.307692308,0.057142857,0.075757576,0.328571429,0.333333333,0.111111111,0.342857143,0.210526316,0.0,0.230769231
TCGA-BP-4351-01A-01R-1289-07,0.103092784,0.133333333,0.279569892,0.0,0.188679245,0.222222222,0.0,0.100917431,0.636363636,0.0,0.111111111,0.272727273,0.008474576,0.62745098,0.142857143,0.2,0.333333333,0.235294118,0.382022472,0.791469194,0.288990826,0.05,0.0625,0.018518519,0.523809524,0.071428571,0.0,0.055555556,0.0,0.230769231,0.5,0.363636364,0.073033708,0.361290323,0.227848101,0.451612903,0.0,1.0,0.066666667,0.286549708,0.594202899,0.705882353,0.142857143,0.0,0.0,0.357142857,0.188034188,0.75,0.259259259,0.411764706,0.0,0.566666667,0.090909091,0.168539326,0.11820331,0.066666667,0.224669604,1.0,0.042207792,0.148648649,0.100719424,0.0,0.125,0.08115942,0.166666667,0.039215686,0.367816092,0.454545455,0.048780488,0.2,0.285714286,0.2,0.363636364,0.411764706,0.363636364,0.333333333,0.692307692,0.260869565,0.12,0.558823529,0.0,0.358974359,0.0,0.25,0.258064516,0.0,0.0,0.033333333,0.333333333,0.0,0.230769231,0.428571429,0.628787879,0.295238095,0.0,0.666666667,0.228571429,0.342105263,0.0,0.538461538
TCGA-BP-4352-01A-01R-1289-07,0.237113402,0.466666667,0.150537634,0.0,0.028301887,1.0,0.0,0.504587156,0.488636364,0.416666667,0.222222222,0.090909091,0.025423729,0.882352941,0.228571429,0.0,0.416666667,0.073529412,0.224719101,0.843601896,0.105504587,0.0,0.5,0.018518519,0.085714286,0.214285714,0.25,0.0,0.0,0.263736264,0.045454545,0.519480519,0.112359551,0.387096774,0.518987342,0.322580645,0.0,0.02173913,0.6,0.26754386,0.710144928,0.352941176,0.857142857,0.111111111,0.0,0.035714286,0.085470085,1.0,0.0,0.588235294,0.0,0.5,0.363636364,0.820224719,0.281323877,0.133333333,0.253303965,0.0,0.035714286,1.0,0.201438849,0.0,0.0,0.066666667,0.166666667,0.0,0.0,0.454545455,0.073170732,0.2,0.857142857,0.733333333,0.295454545,0.235294118,0.090909091,0.166666667,0.923076923,0.130434783,0.2,0.852941176,0.043478261,1.0,0.0,0.5,0.438709677,0.125,0.0,0.033333333,0.0,0.0,0.0,0.171428571,0.098484848,0.285714286,0.0,0.222222222,0.2,0.078947368,0.0,0.076923077
TCGA-BP-4353-01A-02R-1289-07,0.06185567,0.066666667,0.096774194,0.0,0.056603774,0.0,0.0,0.032110092,0.113636364,0.083333333,0.0,0.727272727,0.0,0.058823529,0.028571429,0.0,0.083333333,0.0,0.08988764,0.052132701,0.004587156,0.05,0.0,0.0,0.019047619,0.0,0.0,0.0,0.0,0.087912088,0.045454545,0.077922078,0.02247191,0.103225806,0.037974684,0.419354839,0.25,0.195652174,0.0,0.07748538,0.115942029,0.0,0.0,0.111111111,0.0,0.071428571,0.017094017,0.083333333,0.074074074,0.0,0.0,0.1,0.272727273,0.033707865,0.075650118,0.0,0.057268722,0.068181818,0.022727273,0.013513514,0.057553957,0.0,0.125,0.011594203,0.0,0.0,0.014367816,0.0,0.12195122,0.0,0.0,0.133333333,0.25,0.0,0.0,0.0,0.051282051,0.086956522,0.0,0.088235294,0.0,0.153846154,0.0,0.0,0.090322581,0.0625,0.0,0.066666667,0.066666667,0.0,0.0,0.057142857,0.083333333,0.019047619,0.0,0.0,0.0,0.052631579,0.0,0.0
TCGA-BP-4354-01A-02R-1289-07,0.195876289,0.133333333,0.11827957,0.0,0.047169811,0.111111111,0.0,0.036697248,0.193181818,0.083333333,0.0,0.0,0.0,0.039215686,0.028571429,0.0,0.0,0.132352941,0.179775281,0.113744076,0.082568807,0.0,0.1875,0.0,0.047619048,0.142857143,0.0,0.166666667,0.0,0.10989011,0.090909091,0.12987013,0.08988764,0.264516129,0.164556962,0.096774194,0.0,0.0,0.2,0.062865497,0.275362319,0.235294118,0.0,0.111111111,0.0,0.821428571,0.008547009,0.0,0.111111111,0.294117647,0.0,0.033333333,0.090909091,0.213483146,0.052009456,0.0,0.055066079,0.0,0.00974026,0.148648649,0.079136691,0.5,0.125,0.023188406,0.0,0.0,0.0,0.318181818,0.073170732,0.0,0.0,0.2,0.25,0.117647059,0.090909091,0.0,0.153846154,0.086956522,0.04,0.176470588,0.054347826,0.102564103,0.0,0.0,0.122580645,0.0,0.0,0.2,0.0,0.0,0.153846154,0.0,0.015151515,0.119047619,0.0,0.111111111,0.028571429,0.078947368,0.0,0.076923077
TCGA-BP-4355-01A-01R-1289-07,0.020618557,0.066666667,0.451612903,0.0,0.603773585,0.333333333,0.0,0.660550459,0.318181818,0.916666667,0.111111111,0.181818182,0.016949153,0.117647059,0.114285714,0.0,0.166666667,0.147058824,0.303370787,0.620853081,0.509174312,0.05,0.25,0.0,0.142857143,0.428571429,0.125,0.0,0.0,0.362637363,0.227272727,0.25974026,0.084269663,0.329032258,0.227848101,0.290322581,0.0,0.02173913,0.0,0.166666667,0.47826087,0.823529412,0.285714286,0.111111111,0.0,0.107142857,0.837606838,0.333333333,0.148148148,0.588235294,0.0,0.366666667,0.181818182,0.280898876,0.546099291,0.066666667,0.017621145,0.045454545,0.051948052,0.081081081,0.028776978,0.75,0.0,0.049275362,0.166666667,0.0,0.114942529,0.090909091,0.024390244,0.0,0.0,0.266666667,0.318181818,0.176470588,0.090909091,0.5,0.333333333,0.130434783,0.24,0.705882353,0.086956522,0.205128205,0.0,0.0,0.341935484,0.0625,0.333333333,0.0,0.2,0.2,0.0,0.228571429,0.015151515,0.314285714,0.0,0.0,0.142857143,0.157894737,0.2,0.0
TCGA-BP-4758-01A-01R-1289-07,0.06185567,0.0,0.064516129,0.0,0.028301887,0.0,0.0,0.266055046,0.011363636,0.416666667,0.111111111,0.0,0.002824859,0.0,0.057142857,0.066666667,0.0,0.058823529,0.078651685,0.146919431,0.036697248,0.05,0.125,0.0,0.038095238,0.928571429,0.0,0.166666667,0.0,0.241758242,0.045454545,0.116883117,0.050561798,0.122580645,0.164556962,0.032258065,0.25,0.043478261,0.2,0.153508772,0.15942029,0.235294118,0.0,0.0,0.0,0.035714286,0.111111111,0.083333333,0.037037037,0.117647059,0.0,0.166666667,0.272727273,0.314606742,0.141843972,0.0,0.017621145,0.022727273,0.038961039,0.094594595,0.014388489,0.0,0.0,0.014492754,0.166666667,0.019607843,0.097701149,0.090909091,0.048780488,0.0,0.142857143,0.133333333,0.25,0.0,0.0,0.0,0.076923077,0.0,0.06,0.5,0.086956522,0.076923077,0.0,0.0,0.103225806,0.125,0.0,0.0,0.133333333,0.0,0.076923077,0.085714286,0.0,0.233333333,0.0,0.111111111,0.057142857,0.0,0.0,0.0
TCGA-BP-4759-01A-01R-1289-07,0.154639175,0.0,0.064516129,0.0,0.103773585,0.0,0.0,0.004587156,0.034090909,0.083333333,0.0,0.0,0.0,0.0,0.0,0.133333333,0.166666667,0.058823529,0.04494382,0.028436019,0.137614679,0.0,0.0,0.0,0.00952381,0.214285714,0.25,0.0,0.0,0.043956044,0.045454545,0.0,0.005617978,0.122580645,0.0,0.032258065,0.25,0.065217391,0.0,0.064327485,0.072463768,0.058823529,0.0,0.0,0.142857143,0.0,0.051282051,0.0,0.074074074,0.0,0.0,0.0,0.090909091,0.06741573,0.052009456,0.0,0.015418502,0.0,0.032467532,0.094594595,0.0,0.0,0.0,0.0,0.0,0.0,0.054597701,0.0,0.024390244,0.0,0.0,0.333333333,0.068181818,0.117647059,0.181818182,0.0,0.0,0.0,0.08,0.029411765,0.054347826,0.025641026,0.0,0.0,0.019354839,0.0,0.0,0.033333333,0.0,0.0,0.0,0.028571429,0.053030303,0.080952381,0.0,0.0,0.0,0.052631579,0.0,0.076923077
TCGA-BP-4760-01A-02R-1420-07,0.515463918,0.0,0.215053763,0.0,0.047169811,0.0,0.0,0.036697248,0.147727273,0.0,0.111111111,0.0,0.005649718,0.0,0.028571429,0.0,0.0,0.176470588,0.056179775,0.009478673,0.009174312,0.0,0.0,0.0,0.066666667,0.142857143,0.0,0.166666667,0.0,0.186813187,0.0,0.0,0.033707865,0.122580645,0.012658228,0.032258065,0.0,0.326086957,0.0,0.106725146,0.101449275,0.058823529,0.0,0.0,0.142857143,0.0,0.008547009,0.166666667,0.074074074,0.117647059,0.0,0.1,0.090909091,0.033707865,0.011820331,0.133333333,0.061674009,0.0,0.0,0.040540541,0.230215827,0.0,0.0,0.002898551,0.0,0.078431373,0.002873563,0.045454545,0.12195122,0.0,0.142857143,0.2,0.090909091,0.058823529,0.0,0.0,0.0,0.130434783,0.0,0.117647059,0.043478261,0.051282051,0.0,0.0,0.032258065,0.125,0.0,0.033333333,0.0,0.0,0.076923077,0.085714286,0.0,0.042857143,0.0,0.111111111,0.0,0.026315789,0.2,0.0
TCGA-BP-4762-01A-02R-1289-07,0.257731959,0.0,0.010752688,0.0,0.056603774,0.0,0.0,0.073394495,0.011363636,0.083333333,0.0,0.090909091,0.0,0.0,0.028571429,0.0,0.0,0.191176471,0.04494382,0.004739336,0.0,0.0,0.0625,0.0,0.0,0.214285714,0.0,0.055555556,0.0,0.0,0.0,0.0,0.095505618,0.116129032,0.0,0.032258065,0.0,0.065217391,0.066666667,0.254385965,0.057971014,0.0,0.0,0.222222222,0.142857143,0.107142857,0.008547009,0.0,0.037037037,0.0,0.0,0.133333333,0.0,0.056179775,0.035460993,0.066666667,0.185022026,0.007575758,0.0,0.0,0.0,0.25,0.0,0.011594203,0.0,0.0,0.031609195,0.0,0.048780488,0.0,0.0,0.466666667,0.136363636,0.0,0.0,0.0,0.0,0.0,0.04,0.058823529,0.010869565,0.0,0.0,0.0,0.058064516,0.25,0.0,0.0,0.066666667,0.0,0.0,0.028571429,0.0,0.047619048,0.0,0.222222222,0.0,0.0,0.0,0.0
