sample,MIR4664,MIR5087,MIR573,MIR6828,MIR145,MIR4284,MIR153.1,MIR4768,MIR186,MIR708,MIR4682,MIR26A2,MIR429,MIR8083,MIR641,MIR5695,MIR554,MIR4263,MIR590,MIR647,MIR1270,MIR6081,MIR3149,MIR200B,MIR6772,MIR659,MIR7854,MIR4442,MIR6838,MIR3682,MIR553,MIR4292,MIR1244.3,MIR635,MIR3176,MIR378J,MIR1286,MIR5195,MIR1268B,MIR1244.2,AL513534.1,MIR7856,MIR6740,MIR760,MIR5572,MIR6503,MIR126,MIR6859.4,MIR4324,MIR3186,MIR543,MIR4740,MIR6512,MIR25,MIR570,MIR548H1,MIR1244.4,MIR3646,MIR4635,MIR4653,MIR221,MIR5693,MIR6514,MIR616,AC002059.2,MIR3131,MIR140,MIR6739,MIR4482,MIR4652,MIR3177,MIR4258,MIR4477B,MIR3657,MIR4639,MIR6804,MIR324,MIR5581,MIR5010,MIR320E,MIR23B,MIR7111,MIR4770,MIR8078,MIR3685,MIR106B,MIR95,MIR3939,MIR509.3,MIR3122,MIR4312,MIR645,MIR5690,MIR210,MIR3683,MIR320A,MIR378A,MIR3164,MIR103A2,MIR2355
TCGA-A3-3306-01A-01R-0864-07,0.164948454,0.0,0.107526882,0.0,0.028301887,0.0,0.0,0.178899083,0.272727273,0.0,0.0,0.0,0.002824859,0.0,0.057142857,0.0,0.0,0.102941176,0.101123596,0.118483412,0.068807339,0.0,0.375,0.0,0.028571429,0.214285714,0.0,0.055555556,0.0,0.076923077,0.045454545,0.025974026,0.02247191,0.116129032,0.050632911,0.258064516,0.0,0.0,0.0,0.067251462,0.188405797,0.0,0.142857143,0.0,0.0,0.035714286,0.042735043,0.25,0.0,0.0,0.0,0.1,0.090909091,0.202247191,0.134751773,0.0,0.022026432,0.098484848,0.019480519,0.108108108,0.028776978,0.0,0.0,0.008695652,0.0,0.0,0.031609195,0.045454545,0.073170732,0.0,0.0,0.066666667,0.068181818,0.0,0.0,0.0,0.102564103,0.434782609,0.04,0.0,0.0,0.0,0.0,0.0,0.096774194,0.125,0.0,0.4,0.0,0.0,0.0,0.114285714,0.007575758,0.004761905,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-A3-3307-01A-01R-0864-07,0.06185567,0.133333333,0.150537634,0.5,0.028301887,0.0,0.0,0.018348624,0.181818182,0.166666667,0.0,0.090909091,0.064971751,0.058823529,0.028571429,0.133333333,0.0,0.029411765,0.179775281,0.104265403,0.087155963,0.15,0.0,0.055555556,0.038095238,0.142857143,0.0,0.0,0.0,0.340659341,0.045454545,0.090909091,0.039325843,0.283870968,0.101265823,0.129032258,0.0,0.043478261,0.0,0.081871345,0.188405797,0.117647059,0.0,0.0,0.0,0.035714286,0.205128205,0.0,0.037037037,0.117647059,0.0,0.1,0.363636364,0.191011236,0.139479905,0.066666667,0.066079295,0.015151515,0.051948052,0.054054054,0.0,0.0,0.375,0.0,0.0,0.0,0.109195402,0.0,0.097560976,0.0,0.0,0.666666667,0.181818182,0.0,0.0,0.0,0.051282051,0.0,0.1,0.205882353,0.076086957,0.0,0.0,0.0,0.2,0.125,0.0,0.3,0.266666667,0.0,0.0,0.0,0.045454545,0.023809524,0.0,0.111111111,0.0,0.078947368,0.0,0.0
TCGA-A3-3311-01A-02R-1325-07,0.24742268,0.2,0.23655914,0.0,0.056603774,0.0,0.0,0.151376147,0.181818182,0.25,0.0,0.090909091,0.005649718,0.058823529,0.085714286,0.133333333,0.0,0.205882353,0.258426966,0.132701422,0.19266055,0.0,0.3125,0.0,0.066666667,0.285714286,0.0,0.055555556,0.0,0.043956044,0.090909091,0.090909091,0.04494382,0.258064516,0.240506329,0.161290323,0.0,0.043478261,0.266666667,0.078947368,0.115942029,0.235294118,0.142857143,0.0,0.0,0.392857143,0.042735043,0.0,0.185185185,0.235294118,0.0,0.2,0.272727273,0.08988764,0.127659574,0.0,0.055066079,0.015151515,0.012987013,0.067567568,0.028776978,0.0,0.25,0.026086957,0.0,0.019607843,0.034482759,0.045454545,0.073170732,0.0,0.0,0.466666667,0.090909091,0.058823529,0.090909091,0.0,0.025641026,0.217391304,0.1,0.352941176,0.0,0.076923077,0.0,0.75,0.103225806,0.0625,0.0,0.3,0.066666667,0.0,0.076923077,0.028571429,0.0,0.00952381,0.0,0.111111111,0.0,0.078947368,0.0,0.0
TCGA-A3-3313-01A-02R-1325-07,0.474226804,0.0,0.075268817,0.5,0.075471698,0.0,0.0,0.142201835,0.181818182,0.0,0.111111111,0.363636364,0.005649718,0.0,0.457142857,0.0,0.166666667,0.176470588,0.191011236,0.331753555,0.0,0.0,0.125,0.0,0.171428571,0.714285714,0.125,0.111111111,0.0,0.087912088,0.227272727,0.298701299,0.011235955,0.535483871,0.075949367,0.290322581,0.25,0.02173913,0.066666667,0.040935673,0.463768116,0.0,0.0,0.0,0.0,0.142857143,0.05982906,0.166666667,0.296296296,0.058823529,0.2,0.0,0.090909091,0.179775281,0.066193853,0.0,0.015418502,0.022727273,0.0,0.121621622,0.136690647,0.0,0.125,0.075362319,0.166666667,0.0,0.002873563,0.181818182,0.146341463,0.0,0.142857143,0.333333333,0.090909091,0.176470588,0.090909091,0.0,0.153846154,0.173913043,0.14,0.088235294,0.010869565,0.025641026,0.0,0.0,0.187096774,0.0,0.0,0.0,0.066666667,0.0,0.230769231,0.028571429,0.022727273,0.0,0.0,0.444444444,0.028571429,0.210526316,0.4,0.0
TCGA-A3-3316-01A-01R-0864-07,0.082474227,0.0,0.129032258,0.0,0.283018868,0.0,0.0,0.004587156,0.181818182,0.166666667,0.0,0.090909091,0.008474576,0.098039216,0.0,0.066666667,0.166666667,0.073529412,0.269662921,0.17535545,0.013761468,0.0,0.1875,0.0,0.076190476,0.0,0.0,0.055555556,0.0,0.120879121,0.272727273,0.181818182,0.04494382,0.264516129,0.088607595,0.161290323,0.25,0.0,0.066666667,0.057017544,0.246376812,0.058823529,0.0,0.0,0.142857143,0.285714286,0.188034188,0.0,0.0,0.058823529,0.0,0.133333333,0.090909091,0.168539326,0.122931442,0.0,0.055066079,0.136363636,0.038961039,0.027027027,0.050359712,0.5,0.125,0.014492754,0.333333333,0.0,0.0,0.409090909,0.12195122,0.0,0.0,0.2,0.227272727,0.058823529,0.090909091,0.333333333,0.025641026,0.086956522,0.12,0.294117647,0.173913043,0.025641026,0.0,0.0,0.04516129,0.5625,0.0,0.066666667,0.0,0.0,0.0,0.0,0.053030303,0.023809524,0.0,0.0,0.142857143,0.105263158,0.0,0.076923077
TCGA-A3-3317-01A-02R-1325-07,0.432989691,0.066666667,0.23655914,0.0,0.896226415,0.0,0.0,0.233944954,0.556818182,0.0,0.222222222,0.181818182,0.161016949,0.039215686,0.314285714,0.0,0.083333333,0.117647059,0.617977528,0.265402844,0.055045872,0.0,0.375,0.092592593,0.171428571,0.142857143,0.0,0.166666667,0.5,0.340659341,0.227272727,0.116883117,0.04494382,0.406451613,0.316455696,0.419354839,1.0,0.130434783,0.0,0.078947368,0.52173913,0.352941176,0.285714286,0.0,0.0,0.392857143,0.247863248,0.333333333,0.555555556,0.823529412,0.2,0.5,0.454545455,0.258426966,0.205673759,0.066666667,0.063876652,0.060606061,0.074675325,0.378378378,0.028776978,0.5,0.0,0.066666667,0.833333333,0.039215686,0.221264368,0.227272727,0.219512195,0.2,0.285714286,0.466666667,0.159090909,0.235294118,0.363636364,0.166666667,0.358974359,0.217391304,0.22,0.294117647,0.097826087,0.076923077,0.0,0.5,0.090322581,0.375,0.0,0.033333333,0.266666667,0.2,1.0,0.0,0.0,0.061904762,0.0,0.0,0.2,0.210526316,0.0,0.0
TCGA-A3-3319-01A-02R-1325-07,0.515463918,0.066666667,0.107526882,0.0,0.028301887,0.0,0.117647059,0.23853211,0.204545455,0.0,0.333333333,0.454545455,0.014124294,0.019607843,0.057142857,0.066666667,0.166666667,0.323529412,0.202247191,0.208530806,0.064220183,0.0,0.125,0.018518519,0.047619048,0.142857143,0.125,0.111111111,0.0,0.098901099,0.045454545,0.064935065,0.02247191,0.419354839,0.253164557,0.161290323,0.0,0.065217391,0.066666667,0.078947368,0.362318841,0.176470588,0.428571429,0.0,0.0,0.285714286,0.042735043,0.0,0.074074074,0.294117647,0.0,0.066666667,0.090909091,0.134831461,0.163120567,0.0,0.0969163,0.151515152,0.035714286,0.513513514,0.021582734,0.25,0.375,0.173913043,0.166666667,0.137254902,0.132183908,0.272727273,0.146341463,0.0,0.285714286,0.466666667,0.159090909,0.117647059,0.181818182,0.0,0.179487179,0.173913043,0.24,0.205882353,0.0,0.102564103,0.0,0.25,0.232258065,0.0,0.0,0.0,0.133333333,0.4,0.384615385,0.142857143,0.022727273,0.019047619,0.0,0.222222222,0.2,0.052631579,0.0,0.0
TCGA-A3-3320-01A-02R-1325-07,0.154639175,0.133333333,0.311827957,0.5,0.103773585,0.111111111,0.0,0.146788991,0.636363636,0.083333333,0.0,0.090909091,0.036723164,0.0,0.285714286,0.0,0.166666667,0.161764706,0.539325843,0.526066351,0.110091743,0.0,0.4375,0.0,0.161904762,0.142857143,0.125,0.055555556,0.0,0.065934066,0.181818182,0.220779221,0.016853933,0.348387097,0.303797468,0.258064516,0.0,0.130434783,0.0,0.064327485,0.304347826,0.235294118,0.0,0.0,0.0,0.25,0.333333333,0.083333333,0.0,0.411764706,0.4,0.3,0.181818182,0.123595506,0.229314421,0.0,0.035242291,0.075757576,0.064935065,0.135135135,0.035971223,0.25,0.5,0.034782609,0.0,0.039215686,0.313218391,0.590909091,0.073170732,0.0,0.142857143,0.133333333,0.204545455,0.352941176,0.0,0.333333333,0.153846154,0.434782609,0.14,0.5,0.076086957,0.128205128,0.0,0.0,0.096774194,0.125,0.0,0.1,0.8,0.0,0.307692308,0.085714286,0.022727273,0.114285714,0.0,0.111111111,0.114285714,0.236842105,0.2,0.0
TCGA-A3-3322-01A-02R-1325-07,0.24742268,0.133333333,0.11827957,0.0,0.396226415,0.222222222,0.0,0.013761468,0.318181818,0.416666667,0.0,0.0,0.008474576,0.039215686,0.057142857,0.066666667,0.0,0.058823529,0.494382022,0.298578199,0.04587156,0.0,0.125,0.0,0.095238095,0.142857143,0.0,0.111111111,0.0,0.065934066,0.272727273,0.272727273,0.02247191,0.309677419,0.215189873,0.225806452,0.0,0.173913043,0.066666667,0.039473684,0.188405797,0.294117647,0.0,0.0,0.142857143,0.285714286,0.367521368,0.166666667,0.037037037,0.470588235,0.0,0.366666667,0.272727273,0.460674157,0.04964539,0.0,0.039647577,0.113636364,0.37987013,0.175675676,0.021582734,0.5,0.0,0.043478261,0.333333333,0.039215686,0.390804598,0.181818182,0.048780488,0.0,0.0,0.466666667,0.045454545,0.235294118,0.090909091,0.0,0.230769231,0.608695652,0.26,0.352941176,0.097826087,0.102564103,0.0,0.5,0.070967742,0.4375,0.0,0.1,0.666666667,0.0,0.461538462,0.114285714,0.0,0.157142857,0.0,0.111111111,0.171428571,0.605263158,0.0,0.076923077
TCGA-A3-3323-01A-02R-1325-07,0.278350515,0.266666667,0.215053763,0.0,0.358490566,0.333333333,0.0,0.055045872,0.397727273,0.083333333,0.222222222,0.272727273,0.0,0.039215686,0.085714286,0.0,0.416666667,0.176470588,0.303370787,0.17535545,0.206422018,0.0,0.3125,0.0,0.276190476,0.0,0.125,0.111111111,0.0,0.087912088,0.227272727,0.194805195,0.033707865,0.290322581,0.126582278,0.161290323,0.0,0.130434783,0.066666667,0.043859649,0.333333333,0.352941176,0.142857143,0.111111111,0.0,0.607142857,0.41025641,0.0,0.222222222,0.411764706,0.4,0.233333333,0.090909091,0.382022472,0.250591017,0.0,0.033039648,0.143939394,0.084415584,0.148648649,0.014388489,0.25,0.0,0.011594203,0.5,0.0,0.396551724,0.227272727,0.073170732,0.6,0.285714286,0.266666667,0.113636364,0.235294118,0.090909091,0.0,0.076923077,0.043478261,0.12,0.323529412,0.076086957,0.102564103,0.0,0.0,0.083870968,0.0,0.0,0.2,0.2,0.0,0.307692308,0.0,0.03030303,0.057142857,0.0,0.0,0.085714286,0.263157895,0.2,0.153846154
TCGA-A3-3324-01A-02R-1325-07,0.237113402,0.0,0.182795699,0.0,0.20754717,0.0,0.0,0.050458716,0.329545455,0.083333333,0.0,0.0,0.005649718,0.039215686,0.057142857,0.466666667,0.25,0.073529412,0.314606742,0.156398104,0.100917431,0.0,0.1875,0.0,0.028571429,0.214285714,0.0,0.055555556,0.0,0.098901099,0.272727273,0.662337662,0.02247191,0.412903226,0.227848101,0.225806452,0.0,0.0,0.133333333,0.087719298,0.492753623,0.176470588,0.285714286,0.0,0.428571429,0.25,0.290598291,0.0,0.074074074,0.588235294,0.0,0.166666667,0.363636364,0.426966292,0.094562648,0.0,0.088105727,0.0,0.168831169,0.162162162,0.0,0.0,0.0,0.023188406,0.166666667,0.0,0.152298851,0.318181818,0.12195122,0.0,0.142857143,0.4,0.090909091,0.235294118,0.090909091,0.0,0.205128205,0.217391304,0.9,0.205882353,0.043478261,0.051282051,0.0,0.0,0.122580645,0.3125,0.0,0.566666667,0.466666667,0.0,0.0,0.057142857,0.007575758,0.09047619,0.333333333,0.0,0.114285714,0.157894737,0.2,0.0
TCGA-A3-3325-01A-01R-0864-07,0.24742268,0.2,0.376344086,0.0,0.320754717,0.0,0.117647059,0.027522936,0.318181818,0.583333333,0.555555556,0.181818182,0.031073446,0.039215686,0.2,0.333333333,0.0,0.470588235,0.258426966,0.345971564,0.243119266,0.0,0.25,0.037037037,0.2,0.285714286,0.25,0.055555556,0.0,0.21978022,0.0,0.168831169,0.084269663,0.567741935,0.101265823,0.580645161,0.0,0.065217391,0.066666667,0.157894737,0.391304348,0.058823529,0.571428571,0.222222222,0.0,0.535714286,0.47008547,0.083333333,0.037037037,0.058823529,0.0,0.166666667,0.545454545,0.786516854,0.340425532,0.0,0.237885463,0.037878788,0.058441558,0.351351351,0.071942446,0.0,0.125,0.04057971,0.666666667,0.019607843,0.054597701,0.136363636,0.073170732,0.0,0.142857143,0.333333333,0.136363636,0.0,0.181818182,0.0,0.487179487,0.782608696,0.3,0.647058824,0.065217391,0.128205128,0.0,0.25,0.316129032,1.0,0.0,0.233333333,0.133333333,0.0,0.230769231,0.057142857,0.068181818,0.304761905,0.0,0.0,0.142857143,0.078947368,0.8,0.076923077
TCGA-A3-3326-01A-01R-0864-07,0.175257732,0.133333333,0.0,0.0,0.075471698,0.111111111,0.0,0.004587156,0.090909091,0.083333333,0.0,0.0,0.0,0.019607843,0.114285714,0.0,0.0,0.102941176,0.078651685,0.156398104,0.155963303,0.0,0.0625,0.0,0.066666667,0.214285714,0.0,0.055555556,0.0,0.054945055,0.045454545,0.103896104,0.005617978,0.15483871,0.151898734,0.064516129,0.0,0.0,0.0,0.027777778,0.115942029,0.0,0.0,0.0,0.0,0.035714286,0.068376068,0.0,0.074074074,0.176470588,0.0,0.066666667,0.090909091,0.213483146,0.052009456,0.0,0.037444934,0.015151515,0.077922078,0.094594595,0.007194245,0.0,0.0,0.008695652,0.166666667,0.0,0.068965517,0.136363636,0.024390244,0.0,0.0,0.133333333,0.022727273,0.058823529,0.0,0.0,0.051282051,0.173913043,0.08,0.058823529,0.010869565,0.025641026,0.0,0.25,0.096774194,0.125,0.0,0.033333333,0.2,0.0,0.076923077,0.0,0.068181818,0.057142857,0.0,0.0,0.0,0.026315789,0.0,0.0
TCGA-A3-3328-01A-01R-0864-07,0.350515464,0.0,0.021505376,0.0,0.009433962,0.0,0.058823529,0.0,0.25,0.0,0.0,0.0,0.019774011,0.0,0.228571429,0.066666667,0.0,0.161764706,0.168539326,0.312796209,0.0,0.15,0.125,0.0,0.00952381,0.285714286,0.0,0.277777778,0.0,0.10989011,0.090909091,0.285714286,0.0,0.4,0.075949367,0.193548387,0.0,0.0,0.0,0.016081871,0.188405797,0.058823529,0.285714286,0.0,0.857142857,0.035714286,0.042735043,0.0,0.296296296,0.058823529,0.0,0.3,0.181818182,0.191011236,0.371158392,0.0,0.039647577,0.0,0.00974026,0.040540541,0.35971223,0.0,0.25,0.104347826,0.0,0.0,0.00862069,0.045454545,0.146341463,0.0,0.285714286,0.0,0.090909091,0.0,0.0,0.333333333,0.025641026,0.043478261,0.0,0.0,0.054347826,0.076923077,0.0,0.5,0.083870968,0.0,0.0,0.166666667,0.0,0.0,0.076923077,0.085714286,0.0,0.076190476,0.0,0.222222222,0.028571429,0.026315789,0.0,0.076923077
TCGA-A3-3329-01A-01R-0864-07,0.144329897,0.066666667,0.053763441,0.0,0.08490566,0.0,0.058823529,0.100917431,0.113636364,0.25,0.0,0.090909091,0.014124294,0.0,0.0,0.133333333,0.0,0.191176471,0.179775281,0.09478673,0.188073394,0.0,0.0625,0.0,0.133333333,0.071428571,0.0,0.222222222,0.0,0.164835165,0.136363636,0.116883117,0.056179775,0.180645161,0.037974684,0.290322581,0.0,0.02173913,0.066666667,0.089181287,0.15942029,0.0,0.0,0.222222222,0.0,0.035714286,0.41025641,0.166666667,0.0,0.058823529,0.0,0.266666667,0.090909091,0.382022472,0.41607565,0.0,0.114537445,0.015151515,0.019480519,0.013513514,0.014388489,0.0,0.125,0.026086957,0.333333333,0.0,0.155172414,0.0,0.024390244,0.0,0.142857143,0.2,0.113636364,0.058823529,0.090909091,0.0,0.102564103,0.130434783,0.08,0.029411765,0.239130435,0.102564103,0.0,0.5,0.090322581,1.0,0.0,0.166666667,0.333333333,0.0,0.0,0.114285714,0.015151515,0.514285714,0.0,0.0,0.0,0.210526316,0.2,0.076923077
TCGA-A3-3331-01A-02R-1325-07,0.381443299,0.0,0.215053763,0.0,0.20754717,0.111111111,0.0,0.091743119,0.431818182,0.083333333,0.0,0.090909091,0.033898305,0.019607843,0.114285714,0.4,0.5,0.338235294,0.494382022,0.165876777,0.059633028,0.1,0.125,0.092592593,0.114285714,0.285714286,0.0,0.166666667,0.0,0.043956044,0.409090909,0.324675325,0.04494382,0.535483871,0.278481013,0.483870968,0.5,0.043478261,0.0,0.057017544,0.362318841,0.294117647,0.142857143,0.0,0.142857143,1.0,0.256410256,0.083333333,0.074074074,0.470588235,0.2,0.2,0.363636364,0.224719101,0.29787234,0.0,0.057268722,0.0,0.152597403,0.054054054,0.014388489,0.5,0.125,0.031884058,0.166666667,0.039215686,0.054597701,0.409090909,0.731707317,0.0,0.0,0.0,0.090909091,0.058823529,0.181818182,0.166666667,0.128205128,0.391304348,0.28,0.411764706,0.163043478,0.128205128,0.0,0.25,0.077419355,0.25,0.333333333,0.4,0.4,0.0,0.538461538,0.142857143,0.03030303,0.057142857,0.0,0.111111111,0.0,0.236842105,0.6,0.076923077
TCGA-A3-3335-01A-01R-0864-07,0.18556701,0.0,0.096774194,0.0,0.0,0.0,0.117647059,0.041284404,0.147727273,0.083333333,0.0,0.181818182,0.0,0.039215686,0.057142857,0.066666667,0.166666667,0.382352941,0.04494382,0.142180095,0.100917431,0.0,0.25,0.018518519,0.019047619,0.285714286,0.0,0.055555556,0.0,0.021978022,0.045454545,0.103896104,0.06741573,0.277419355,0.025316456,0.258064516,0.0,0.108695652,0.066666667,0.15497076,0.15942029,0.058823529,0.285714286,0.0,0.142857143,0.071428571,0.017094017,0.0,0.0,0.0,0.0,0.3,0.272727273,0.06741573,0.186761229,0.066666667,0.101321586,0.166666667,0.038961039,0.135135135,0.021582734,0.25,0.125,0.063768116,0.166666667,0.078431373,0.224137931,0.136363636,0.073170732,0.0,0.142857143,0.2,0.25,0.0,0.0,0.0,0.205128205,0.217391304,0.1,0.0,0.010869565,0.076923077,0.5,0.25,0.070967742,0.0,0.0,0.2,0.0,0.0,0.153846154,0.057142857,0.007575758,0.052380952,0.0,0.333333333,0.2,0.078947368,0.0,0.076923077
TCGA-A3-3343-01A-01R-0864-07,0.226804124,0.0,0.23655914,0.0,0.028301887,0.0,0.0,0.165137615,0.170454545,0.083333333,0.111111111,0.090909091,0.011299435,0.039215686,0.142857143,0.0,0.0,0.279411765,0.191011236,0.331753555,0.188073394,0.0,0.25,0.0,0.095238095,0.357142857,0.125,0.055555556,0.0,0.065934066,0.045454545,0.077922078,0.073033708,0.290322581,0.164556962,0.096774194,0.0,0.02173913,0.0,0.135964912,0.086956522,0.176470588,0.142857143,0.0,0.0,0.214285714,0.102564103,0.25,0.0,0.117647059,0.0,0.3,0.181818182,0.269662921,0.094562648,0.0,0.149779736,0.037878788,0.058441558,0.027027027,0.043165468,0.25,0.0,0.014492754,0.0,0.019607843,0.350574713,0.227272727,0.024390244,0.0,0.0,0.2,0.113636364,0.176470588,0.0,0.0,0.051282051,0.173913043,0.08,0.323529412,0.152173913,0.102564103,0.0,0.25,0.103225806,0.125,0.0,0.166666667,0.466666667,0.0,0.076923077,0.0,0.007575758,0.147619048,0.0,0.0,0.085714286,0.421052632,0.4,0.076923077
TCGA-A3-3346-01A-01R-1766-07,0.18556701,0.266666667,0.064516129,0.0,0.018867925,0.0,0.0,0.004587156,0.272727273,0.083333333,0.0,0.272727273,0.016949153,0.0,0.0,0.0,0.0,0.191176471,0.078651685,0.151658768,0.073394495,0.0,0.1875,0.055555556,0.019047619,0.071428571,0.0,0.055555556,0.0,0.087912088,0.045454545,0.181818182,0.129213483,0.2,0.050632911,0.129032258,0.0,0.0,0.066666667,0.19005848,0.072463768,0.058823529,0.0,0.0,0.142857143,0.035714286,0.008547009,0.0,0.0,0.117647059,0.0,0.433333333,0.181818182,0.146067416,0.132387707,0.0,0.169603524,0.007575758,0.0,0.162162162,0.0,0.0,0.0,0.028985507,0.166666667,0.0,0.0,0.090909091,0.048780488,0.0,0.0,0.266666667,0.045454545,0.058823529,0.090909091,0.166666667,0.051282051,0.130434783,0.06,0.088235294,0.010869565,0.128205128,0.0,0.25,0.083870968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575758,0.133333333,0.0,0.0,0.0,0.078947368,0.2,0.0
TCGA-A3-3347-01A-02R-1325-07,0.195876289,0.2,0.172043011,0.0,0.226415094,0.111111111,0.058823529,0.073394495,0.306818182,0.0,0.0,0.090909091,0.019774011,0.117647059,0.057142857,0.133333333,0.0,0.088235294,0.314606742,0.232227488,0.087155963,0.0,0.25,0.055555556,0.066666667,0.142857143,0.0,0.166666667,0.0,0.164835165,0.090909091,0.181818182,0.016853933,0.225806452,0.455696203,0.322580645,0.0,0.130434783,0.066666667,0.049707602,0.434782609,0.235294118,0.428571429,0.0,0.0,0.535714286,0.068376068,0.333333333,0.222222222,0.058823529,0.0,0.166666667,0.0,0.404494382,0.174940898,0.0,0.063876652,0.022727273,0.048701299,0.121621622,0.028776978,0.25,0.25,0.017391304,0.166666667,0.31372549,0.002873563,0.090909091,0.097560976,0.0,0.0,0.333333333,0.227272727,0.058823529,0.0,0.0,0.179487179,0.130434783,0.2,0.029411765,0.010869565,0.128205128,0.0,0.0,0.148387097,0.125,0.0,0.1,0.066666667,0.0,0.538461538,0.085714286,0.060606061,0.104761905,0.0,0.111111111,0.228571429,0.157894737,0.0,0.076923077
TCGA-A3-3349-01A-01R-1188-07,0.237113402,0.133333333,0.107526882,0.0,0.29245283,0.0,0.0,0.110091743,0.113636364,0.083333333,0.0,0.0,0.0,0.019607843,0.085714286,0.133333333,0.0,0.176470588,0.078651685,0.222748815,0.04587156,0.0,0.1875,0.0,0.047619048,0.071428571,0.0,0.277777778,0.0,0.153846154,0.0,0.103896104,0.039325843,0.212903226,0.063291139,0.225806452,0.0,0.086956522,0.066666667,0.09502924,0.115942029,0.058823529,0.0,0.0,0.0,0.178571429,0.230769231,0.0,0.111111111,0.0,0.0,0.366666667,0.090909091,0.404494382,0.177304965,0.0,0.145374449,0.022727273,0.042207792,0.067567568,0.007194245,0.0,0.0,0.017391304,0.0,0.0,0.103448276,0.045454545,0.024390244,0.0,0.0,0.0,0.272727273,0.0,0.636363636,0.0,0.102564103,0.217391304,0.08,0.294117647,0.0,0.025641026,0.0,0.0,0.083870968,0.0625,0.0,0.066666667,0.266666667,0.0,0.0,0.171428571,0.0,0.080952381,0.0,0.222222222,0.085714286,0.157894737,0.2,0.0
TCGA-A3-3351-01A-02R-1325-07,0.402061856,0.133333333,0.23655914,1.0,0.132075472,0.0,0.0,0.137614679,0.431818182,0.083333333,0.0,0.090909091,0.02259887,0.0,0.342857143,0.133333333,0.083333333,0.073529412,0.280898876,0.407582938,0.096330275,0.05,0.125,0.037037037,0.076190476,0.071428571,0.0,0.166666667,0.0,0.153846154,0.045454545,0.246753247,0.04494382,0.4,0.240506329,0.161290323,0.0,0.086956522,0.2,0.045321637,0.608695652,0.529411765,0.142857143,0.0,0.142857143,0.285714286,0.153846154,0.0,0.0,0.058823529,0.0,0.466666667,0.363636364,0.370786517,0.189125296,0.0,0.044052863,0.128787879,0.042207792,0.121621622,0.014388489,0.5,0.125,0.055072464,0.5,0.0,0.097701149,0.181818182,0.0,0.2,0.428571429,0.466666667,0.159090909,0.176470588,0.090909091,0.0,0.076923077,0.391304348,0.2,0.264705882,0.173913043,0.0,0.0,0.0,0.148387097,0.3125,0.0,0.1,0.2,0.0,0.461538462,0.142857143,0.022727273,0.271428571,0.0,0.444444444,0.057142857,0.184210526,0.0,0.076923077
TCGA-A3-3352-01A-01R-0864-07,0.18556701,0.0,0.225806452,0.0,0.235849057,0.0,0.0,0.229357798,0.454545455,0.0,0.0,0.090909091,0.005649718,0.098039216,0.171428571,0.466666667,0.083333333,0.205882353,0.314606742,0.251184834,0.371559633,0.0,0.5625,0.018518519,0.066666667,0.142857143,0.125,0.055555556,0.0,0.098901099,0.090909091,0.181818182,0.02247191,0.322580645,0.113924051,0.290322581,0.0,0.086956522,0.0,0.149122807,0.246376812,0.058823529,0.0,0.0,0.428571429,0.071428571,0.128205128,0.083333333,0.111111111,0.294117647,0.0,0.233333333,0.272727273,0.471910112,0.425531915,0.0,0.118942731,0.075757576,0.019480519,0.135135135,0.007194245,0.5,0.0,0.028985507,0.0,0.0,0.25862069,0.318181818,0.024390244,0.0,0.0,0.733333333,0.272727273,0.117647059,0.363636364,0.166666667,0.282051282,0.260869565,0.46,0.323529412,0.0,0.153846154,0.0,0.25,0.238709677,0.25,0.0,0.3,0.266666667,0.0,0.076923077,0.057142857,0.015151515,0.19047619,0.0,0.222222222,0.142857143,0.157894737,0.6,0.0
TCGA-A3-3357-01A-02R-1420-07,0.309278351,0.2,0.311827957,0.0,0.028301887,0.0,0.0,0.243119266,0.295454545,0.166666667,0.0,0.272727273,0.008474576,0.058823529,0.228571429,0.333333333,0.083333333,0.279411765,0.179775281,0.274881517,0.077981651,0.0,0.1875,0.0,0.304761905,0.214285714,0.125,0.111111111,0.0,0.142857143,0.272727273,0.168831169,0.039325843,0.303225806,0.113924051,0.322580645,0.25,0.065217391,0.0,0.089181287,0.217391304,0.117647059,0.0,0.0,0.0,0.25,0.068376068,0.0,0.0,0.058823529,0.0,0.1,0.454545455,0.112359551,0.151300236,0.2,0.112334802,0.022727273,0.191558442,0.135135135,0.007194245,0.5,0.0,0.066666667,0.5,0.156862745,0.376436782,0.272727273,0.024390244,0.0,0.571428571,0.466666667,0.136363636,0.117647059,0.272727273,0.0,0.333333333,0.130434783,0.16,0.205882353,0.0,0.051282051,0.0,0.25,0.090322581,0.0,0.0,0.233333333,0.4,0.0,0.153846154,0.0,0.0,0.042857143,0.0,0.111111111,0.171428571,0.289473684,0.2,0.0
