,MIR378J,MIR210,MIR4477B,MIR4653,MIR320D1,MIR6729,MIR3153,MIR6832,MIR635,MIR3131,MIR3124,AL031428.2,MIR570,MIR559,MIR6775,MIR6848,MIR4285,MIR200A,MIR1281,MIR6797,MIR200B,MIR589,MIR4420,MIR4664,MIR6774,MIR7111,MIR4263,MIR4258,MIR1285.1,MIR126,MIR6784,MIR1244.2,MIR3159,MIR590,MIR616,MIR3125,MIR3189,MIR7974,MIR6835,MIR3183,MIR4469,MIR6753,MIR3662,MIR324,MIR4648,MIR4261,MIR6776,MIR4428,MIR593,MIR10B,MIR4537,MIR4645,MIR1293,AL513534.1,MIR6769A,MIR548AR,MIR93,MIR219A1,AL928646.1,MIR199A1,MIR4538,MIR7107,MIR4292,MIR3677,MIR6754,MIR3689D1,MIR3649,MIR106B,MIR455,MIR320A,MIR326,MIR4512,MIR4742,MIR5195,MIR4539,MIR5685,MIR1244.3,MIR5091,MIR4488,MIR6819,MIR4658,MIR6747,MIR3671,MIR221,MIR181A2,MIR644A,MIR6806,MIR3942,MIR4728,MIR4326,MIR6768,MIR4482,MIR33A,MIR4256,AL606469.2,MIR647,MIR6730,MIR4730,MIR6891,MIR5009
TCGA-AA-3818-01A-01R-0905-07,0.0,0.0,0.0,0.0967741935483871,0.0,0,0.0,0.142857142857143,0.0869565217391304,0.024390243902439,0.117647058823529,0.0,0.0136986301369863,0.0754716981132075,0.0,0.0,0.0,0.0124223602484472,0.0,0.0689655172413793,0.0083333333333333,0.0555555555555556,0.0,0.0410958904109589,0.0,0.173913043478261,0.0789473684210526,0.0714285714285714,0.0,0.0,0.636363636363636,0.0120562625586068,0,0.0,0.130434782608696,0.0,0.0690909090909091,0.0,0.0909090909090909,0.0,0.0,0.142857142857143,0.1,0.478260869565217,0.25,0.111111111111111,0.0,0.0,0.0454545454545455,0.0,0.0,0.0,0.285714285714286,0.0483870967741935,0.1,0.285714285714286,0.157894736842105,0.181818181818182,0.0318471337579618,0.0303030303030303,0.0,0.0,0.0493827160493827,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289855072463768,0.166666666666667,0.0,0.2,0.0,0.111111111111111,0.0,0.0,0.025,0.0,0.0,0.0256410256410256,0.0,0.133333333333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.101190476190476,0.0,0.0,0.0,0.0
TCGA-AD-6895-01A-11R-1928-07,0.136363636363636,0.135135135135135,0.0106382978723404,0.201612903225806,0.0,0,0.117647058823529,0.142857142857143,0.16304347826087,0.0926829268292683,0.529411764705882,0.0,0.219178082191781,0.443396226415094,0.0,0.0,0.0,0.0807453416149068,0.0,0.241379310344828,0.025,0.277777777777778,0.142857142857143,0.164383561643836,0.0,0.0869565217391304,0.210526315789474,0.428571428571429,0.157894736842105,0.0588235294117647,0.454545454545455,0.151373074346952,0,0.1875,0.173913043478261,0.428571428571429,0.290909090909091,0.0,0.454545454545455,0.0,0.5,0.19047619047619,0.1,0.0434782608695652,0.1,0.0,0.0,0.0,0.0909090909090909,0.210526315789474,0.0138888888888889,0.0714285714285714,0.0,0.0967741935483871,0.1,0.0,0.105263157894737,0.181818181818182,0.0127388535031847,0.0,0.0151515151515152,0.166666666666667,0.259259259259259,0.0833333333333333,0.0,0,0.0,0.1,0.0,0.166666666666667,0.0,0.1,0.0,0.02,0.0434782608695652,0.5,0.158333333333333,0.0,0.0,0.111111111111111,0.0,0.25,0.1,0.25,0.0,0.0,0.0,0.0,0.0108108108108108,0.36,0.0,0.12,0,0.0555555555555556,0.0,0.267857142857143,0.166666666666667,0.5,0.0,0.0
TCGA-QG-A5YV-01A-11R-A28H-07,0.454545454545455,0.0810810810810811,0.0212765957446809,0.25,0.0,0,0.176470588235294,0.285714285714286,0.119565217391304,0.341463414634146,0.117647058823529,0.0,0.301369863013699,0.226415094339623,0.0,1.0,0.0,0.0496894409937888,0.0,0.344827586206897,0.0166666666666667,0.333333333333333,0.0,0.273972602739726,0.333333333333333,0.260869565217391,0.210526315789474,0.5,0.0526315789473684,0.0392156862745098,0.272727272727273,0.19959812458138,0,0.0833333333333333,0.304347826086957,0.142857142857143,0.283636363636364,0.0,0.409090909090909,0.0,0.0,0.428571428571429,0.2,0.0869565217391304,0.05,0.111111111111111,0.0,0.03125,0.0454545454545455,0.0,0.0,0.142857142857143,0.142857142857143,0.145161290322581,0.3,0.285714285714286,0.210526315789474,0.0909090909090909,0.0,0.0303030303030303,0.0,0.0,0.469135802469136,0.166666666666667,0.0,0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.08,0.0144927536231884,0.166666666666667,0.433333333333333,0.2,0.0,0.444444444444444,0.0,0.25,0.025,0.142857142857143,0.0,0.0,0.0,0.266666666666667,0.0108108108108108,0.04,0.5,0.04,0,0.0,0.0,0.5,0.333333333333333,0.0,0.0,0.0
TCGA-G4-6310-01A-11R-1723-07,0.0909090909090909,0.0,0.0319148936170213,0.0806451612903226,0.142857142857143,0,0.0,0.0,0.195652173913043,0.0390243902439024,0.0,0.0,0.150684931506849,0.160377358490566,0.0,0.0,0.0,0.0372670807453416,0.0,0.0,0.0083333333333333,0.111111111111111,0.0,0.0273972602739726,0.0,0.173913043478261,0.0526315789473684,0.142857142857143,0.105263157894737,0.0,0.272727272727273,0.158070997990623,0,0.0833333333333333,0.217391304347826,0.0,0.0654545454545455,0.0,0.0454545454545455,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.105263157894737,0.0,0.0,0.0,0.0161290322580645,0.3,0.428571428571429,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0493827160493827,0.166666666666667,0.0,0,0.0,0.5,0.0,0.0833333333333333,0.0,0.0,0.0,0.02,0.0,0.0,0.258333333333333,0.0,0.0,0.0,0.0,0.0,0.075,0.0357142857142857,0.027027027027027,0.0,0.0,0.0666666666666667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.154761904761905,0.333333333333333,0.0,0.0,0.0
TCGA-G4-6307-01A-11R-1723-07,0.363636363636364,0.135135135135135,0.0851063829787234,0.354838709677419,0.0,0,0.0588235294117647,0.428571428571429,0.717391304347826,0.317073170731707,0.294117647058824,0.0,0.273972602739726,0.367924528301887,0.2,0.0,0.0,0.161490683229814,0.0,0.103448275862069,0.133333333333333,0.5,0.0,0.424657534246575,0.333333333333333,0.347826086956522,0.315789473684211,0.357142857142857,0.263157894736842,0.0588235294117647,0.0909090909090909,0.209645010046885,0,0.208333333333333,0.217391304347826,0.0,0.207272727272727,0.0,0.272727272727273,0.0,0.0,0.0,0.2,0.217391304347826,0.0,0.0,0.0,0.0,0.0454545454545455,0.0,0.0416666666666667,0.0714285714285714,0.0,0.145161290322581,0.0,0.142857142857143,0.578947368421053,0.363636363636364,0.0,0.121212121212121,0.0151515151515152,0.0,0.358024691358025,0.0833333333333333,0.0,0,0.0,0.7,0.0,0.583333333333333,0.0,0.1,0.0,0.16,0.0144927536231884,0.5,0.558333333333333,0.2,0.333333333333333,0.444444444444444,0.0,0.25,0.15,0.0714285714285714,0.027027027027027,0.0,0.0,0.133333333333333,0.0216216216216216,0.08,0.0,0.04,0,0.111111111111111,0.0,0.43452380952381,0.666666666666667,0.0,0.125,0.0
TCGA-CM-5341-01A-01R-1410-07,0.0,0.027027027027027,0.0,0.0,0.0,0,0.0,0.0,0.0543478260869565,0.0048780487804878,0.0588235294117647,0.0,0.0136986301369863,0.0188679245283019,0.0,0.5,0.0,0.0,0.2,0.0344827586206897,0.0083333333333333,0.0,0.0,0.0,0.0,0.0434782608695652,0.131578947368421,0.0714285714285714,0.0,0.0,0.0909090909090909,0.0046885465505693,0,0.0,0.0,0.0,0.0,0.0,0.0454545454545455,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483870967741935,0.0,0.0,0.0526315789473684,0.0,0.0573248407643312,0.0,0.0,0.0,0.0246913580246914,0.0833333333333333,0.0,0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0083333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0.0,0.0,0.0,0.0,0.0,0.125,0.125
TCGA-G4-6627-01A-11R-1774-07,0.0909090909090909,0.0,0.0319148936170213,0.185483870967742,0.0,0,0.0294117647058824,0.0,0.152173913043478,0.15609756097561,0.0588235294117647,0.0,0.212328767123288,0.235849056603774,0.0,0.0,0.0,0.0559006211180124,0.0,0.0344827586206897,0.0166666666666667,0.5,0.0,0.0547945205479452,0.333333333333333,0.0869565217391304,0.210526315789474,0.142857142857143,0.0526315789473684,0.0392156862745098,0.181818181818182,0.187541862022773,0,0.1875,0.173913043478261,0.0,0.0981818181818182,0.0,0.136363636363636,0.0,0.0,0.0952380952380952,0.0,0.0869565217391304,0.0,0.0,0.0,0.09375,0.136363636363636,0.105263157894737,0.0833333333333333,0.0714285714285714,0.0,0.0483870967741935,0.1,0.0,0.0,0.0,0.0,0.0,0.0606060606060606,0.0,0.185185185185185,0.0833333333333333,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.12,0.0144927536231884,0.166666666666667,0.491666666666667,0.0,0.0,0.111111111111111,0.0,0.0,0.075,1.0,0.0,0.0,0.0,0.2,0.0054054054054054,0.08,0.0,0.04,0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0
TCGA-AA-3538-01A-01R-0821-07,0.0454545454545455,0.0,0.0,0.0806451612903226,0.0,0,0.0,0.285714285714286,0.108695652173913,0.0780487804878049,0.0,0.0,0.0479452054794521,0.0943396226415094,0.0,1.0,0.0,0.0062111801242236,0.2,0.0344827586206897,0.0,0.0555555555555556,0.0,0.0684931506849315,0.0,0.260869565217391,0.0,0.357142857142857,0.210526315789474,0.0,0.181818181818182,0.0087073007367716,0,0.104166666666667,0.0,0.0,0.0036363636363636,0.333333333333333,0.0,0.1,0.0,0.0,0.1,0.173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645161290322581,0.0,0.0,0.0526315789473684,0.0,0.0382165605095541,0.0,0.0303030303030303,0.0,0.0493827160493827,0.0,0.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0434782608695652,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0054054054054054,0.0,0.0,0.0,0,0.0,0.0,0.208333333333333,0.166666666666667,0.0,0.0,0.125
TCGA-AA-3930-01A-01R-1022-07,0.0,0.216216216216216,0.0,0.0241935483870968,0.0,1,0.0882352941176471,0.0,0.0108695652173913,0.0048780487804878,0.0,0.0,0.171232876712329,0.0283018867924528,0.0,0.5,0.0,0.0124223602484472,0.0,0.0344827586206897,0.025,0.0,0.0,0.0821917808219178,0.222222222222222,0.391304347826087,0.0526315789473684,0.0,0.0,0.0,0.181818181818182,0.0066979236436704,0,0.0416666666666667,0.0434782608695652,0.0,0.0072727272727272,0.0,0.0909090909090909,0.0,0.0,0.0476190476190476,0.0,0.173913043478261,0.0,0.111111111111111,0.0,0.0,0.0,0.105263157894737,0.0,0.0,0.0,0.0161290322580645,0.0,0.0,0.157894736842105,0.181818181818182,0.0318471337579618,0.0,0.0,0.0,0.0246913580246914,0.0,0.125,0,0.0,0.1,0.0,0.0833333333333333,0.0,0.0,0.0,0.02,0.0144927536231884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0,0.0,0.0,0.0892857142857143,0.0,0.0,0.25,0.125
TCGA-AZ-4308-01A-01R-1410-07,0.0,0.432432432432432,0.0,0.0080645161290322,0.0,0,0.0,0.0,0.0543478260869565,0.0,0.0,0.0,0.0479452054794521,0.0377358490566038,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0166666666666667,0.0,0.0,0.0,0.111111111111111,0.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0290909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857143,0.0,0.112903225806452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0,0.0,0.0,0.285714285714286,0.0,0.0,0.0,0.0
TCGA-5M-AATE-01A-11R-A41B-07,0.272727272727273,0.027027027027027,0.0212765957446809,0.241935483870968,0.142857142857143,0,0.205882352941176,0.0,0.184782608695652,0.117073170731707,0.0588235294117647,0.0,0.280821917808219,0.424528301886792,0.0,0.0,0.0,0.0124223602484472,0.0,0.689655172413793,0.0083333333333333,0.166666666666667,0.142857142857143,0.150684931506849,0.0,0.304347826086957,0.157894736842105,0.5,0.157894736842105,0.0,0.181818181818182,0.0569323509711989,0,0.166666666666667,0.217391304347826,0.0,0.109090909090909,0.0,0.136363636363636,0.0,0.0,0.333333333333333,0.1,0.217391304347826,0.15,0.111111111111111,0.333333333333333,0.0,0.272727272727273,0.0,0.0,0.0,0.0,0.17741935483871,0.3,0.285714285714286,0.157894736842105,0.0909090909090909,0.0063694267515923,0.121212121212121,0.0,0.0,0.148148148148148,0.25,0.0,0,0.0,0.1,0.0,0.0833333333333333,0.0,0.0,0.2,0.0,0.0144927536231884,0.5,0.216666666666667,0.0,0.0,0.222222222222222,0.0,0.0,0.075,0.0357142857142857,0.0,0.0256410256410256,0.0,0.133333333333333,0.0162162162162162,0.08,0.25,0.0,0,0.0,0.0,0.44047619047619,0.333333333333333,0.0,0.0,0.0
TCGA-RU-A8FL-01A-11R-A37K-07,0.272727272727273,0.162162162162162,0.0106382978723404,0.17741935483871,0.0,0,0.117647058823529,0.142857142857143,0.228260869565217,0.229268292682927,0.176470588235294,0.0,0.123287671232877,0.273584905660377,0.2,0.0,0.0,0.136645962732919,0.0,0.0689655172413793,0.0916666666666667,0.611111111111111,0.0,0.273972602739726,0.777777777777778,0.956521739130435,0.210526315789474,0.357142857142857,0.263157894736842,0.0392156862745098,0.454545454545455,0.1768251841929,0,0.270833333333333,0.391304347826087,0.142857142857143,0.138181818181818,0.0,0.636363636363636,0.0,0.5,0.142857142857143,0.1,0.217391304347826,0.1,0.444444444444444,0.333333333333333,0.0,0.136363636363636,0.105263157894737,0.0,0.0714285714285714,0.142857142857143,0.209677419354839,0.0,0.285714285714286,0.368421052631579,0.181818181818182,0.0,0.0909090909090909,0.0151515151515152,0.0,0.407407407407407,0.0833333333333333,0.0,0,0.0,0.2,0.0,0.0833333333333333,0.0,0.2,0.0,0.04,0.0144927536231884,0.0,0.425,0.2,0.0,0.444444444444444,0.0,0.25,0.1,0.107142857142857,0.0,0.0,0.333333333333333,0.133333333333333,0.0162162162162162,0.2,0.0,0.04,0,0.0555555555555556,0.0,1.0,0.333333333333333,0.0,0.0,0.0
TCGA-F4-6808-01A-11R-1839-07,0.0454545454545455,0.027027027027027,0.0,0.0645161290322581,0.142857142857143,0,0.0,0.0,0.25,0.0731707317073171,0.117647058823529,0.0,0.123287671232877,0.0849056603773585,0.0,0.0,0.0,0.0248447204968944,0.0,0.0,0.0583333333333333,0.333333333333333,0.0,0.0821917808219178,0.0,0.0434782608695652,0.157894736842105,0.142857142857143,0.0,0.0,0.0909090909090909,0.146684527796383,0,0.0416666666666667,0.130434782608696,0.0,0.0218181818181818,0.0,0.0909090909090909,0.0,0.0,0.0476190476190476,0.0,0.0434782608695652,0.05,0.0,0.0,0.0,0.0,0.0,0.0138888888888889,0.0,0.0,0.0161290322580645,0.0,0.142857142857143,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.111111111111111,0.166666666666667,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0714285714285714,0.0,0.0256410256410256,0.0,0.266666666666667,0.0054054054054054,0.08,0.0,0.0,0,0.0,0.0,0.214285714285714,0.166666666666667,0.0,0.0,0.0
TCGA-AZ-6607-01A-11R-1839-07,0.0909090909090909,0.0810810810810811,0.0,0.137096774193548,0.0,0,0.0,0.0,0.16304347826087,0.0097560975609756,0.411764705882353,0.0,0.0068493150684931,0.0094339622641509,0.0,0.0,0.0,0.0,0.0,0.0344827586206897,0.0,0.111111111111111,0.0,0.0410958904109589,0.0,0.0434782608695652,0.131578947368421,0.142857142857143,0.0526315789473684,0.0,0.0,0.100468854655057,0,0.125,0.0869565217391304,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545455,0.0,0.0,0.214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493827160493827,0.0833333333333333,0.0,0,0.0,0.2,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.025,0.142857142857143,0.0,0.0,0.0,0.0,0.0108108108108108,0.0,0.0,0.12,0,0.0555555555555556,0.0,0.0238095238095238,0.166666666666667,0.0,0.0,0.0
TCGA-AD-6901-01A-11R-1928-07,0.0,0.459459459459459,0.0957446808510638,0.161290322580645,0.285714285714286,0,0.0294117647058824,0.571428571428571,0.315217391304348,0.414634146341463,0.411764705882353,0.0,0.287671232876712,0.226415094339623,0.2,0.5,0.0,0.509316770186335,0.0,0.0344827586206897,0.408333333333333,0.444444444444444,0.571428571428571,0.150684931506849,0.333333333333333,0.304347826086957,0.157894736842105,0.285714285714286,0.105263157894737,0.0784313725490196,0.545454545454545,0.0857334226389819,0,0.125,0.173913043478261,0.0,0.04,0.0,0.318181818181818,0.0,1.0,0.0476190476190476,0.1,0.0869565217391304,0.35,0.0,0.0,0.0625,0.0,0.0526315789473684,0.0,0.214285714285714,0.0,0.161290322580645,0.0,0.142857142857143,0.263157894736842,0.0909090909090909,0.0,0.0909090909090909,0.0151515151515152,0.0,0.358024691358025,0.5,0.0,0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.02,0.0,0.166666666666667,0.208333333333333,0.2,0.333333333333333,0.555555555555556,0.0,0.0,0.025,0.285714285714286,0.027027027027027,0.0,0.0,0.0,0.027027027027027,0.08,0.0,0.04,0,0.0,0.0,0.452380952380952,0.333333333333333,0.0,0.0,0.0
TCGA-AA-3848-01A-01R-0905-07,0.181818181818182,0.675675675675676,0.0,0.0241935483870968,0.0,0,0.0294117647058824,0.571428571428571,0.0326086956521739,0.0146341463414634,0.0,0.0,0.0342465753424658,0.0188679245283019,0.4,0.5,0.0,0.161490683229814,0.0,0.0,0.0583333333333333,0.0555555555555556,0.142857142857143,0.136986301369863,0.222222222222222,0.478260869565217,0.0,0.142857142857143,0.0,0.0784313725490196,0.272727272727273,0.0,0,0.0,0.0,0.0,0.0509090909090909,0.666666666666667,0.227272727272727,1.0,0.0,0.142857142857143,0.2,0.347826086956522,0.05,0.111111111111111,0.0,0.0,0.0,0.0526315789473684,0.0416666666666667,0.0,0.0,0.0806451612903226,0.1,0.0,0.0,0.0,0.0,0.0,0.0151515151515152,0.333333333333333,0.0493827160493827,0.166666666666667,0.0,0,0.0,0.0,0.166666666666667,0.0,0.0,0.1,0.0,0.0,0.072463768115942,0.0,0.0,0.0,0.0,0.222222222222222,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0666666666666667,0.0378378378378378,0.04,0.75,0.0,0,0.0555555555555556,0.0,0.410714285714286,0.5,0.25,0.625,0.0
TCGA-AZ-5407-01A-01R-1723-07,0.0909090909090909,0.0,0.0,0.201612903225806,0.0,0,0.0,0.0,0.0652173913043478,0.0780487804878049,0.0588235294117647,0.0,0.0616438356164384,0.0660377358490566,0.0,0.0,0.0,0.0248447204968944,0.0,0.0344827586206897,0.0083333333333333,0.0555555555555556,0.0,0.205479452054795,0.111111111111111,0.0434782608695652,0.236842105263158,0.0,0.0,0.0,0.0909090909090909,0.18151373074347,0,0.125,0.0434782608695652,0.0,0.04,0.0,0.0909090909090909,0.0,0.0,0.0476190476190476,0.1,0.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666667,0.0714285714285714,0.0,0.0645161290322581,0.0,0.0,0.0,0.181818181818182,0.0,0.0,0.0151515151515152,0.0,0.0617283950617284,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.183333333333333,0.0,0.0,0.0,0.0,0.0,0.025,0.107142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0555555555555556,0.0,0.0357142857142857,0.166666666666667,0.0,0.0,0.0
TCGA-A6-5667-01A-21R-1723-07,0.0909090909090909,0.027027027027027,0.0,0.346774193548387,0.0,0,0.0882352941176471,0.0,0.402173913043478,0.55609756097561,0.294117647058824,0.0,0.171232876712329,0.150943396226415,0.1,0.0,0.0,0.0186335403726708,0.0,0.0344827586206897,0.025,0.111111111111111,0.0,0.246575342465753,0.0,0.0869565217391304,0.184210526315789,0.285714285714286,0.105263157894737,0.0,0.0909090909090909,0.169457468184863,0,0.145833333333333,0.260869565217391,0.0,0.08,0.0,0.181818181818182,0.0,0.0,0.142857142857143,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0454545454545455,0.0526315789473684,0.0,0.0,0.0,0.112903225806452,0.0,0.285714285714286,0.105263157894737,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.123456790123457,0.416666666666667,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0289855072463768,0.0,0.258333333333333,0.0,0.0,0.111111111111111,0.0,0.0,0.15,0.178571428571429,0.0,0.0,0.0,0.0,0.0054054054054054,0.16,0.0,0.04,0,0.0555555555555556,0.0,0.214285714285714,0.0,0.0,0.0,0.0
TCGA-AA-3664-01A-01R-0905-07,0.0454545454545455,0.0540540540540541,0.0,0.032258064516129,0.0,0,0.0294117647058824,0.142857142857143,0.130434782608696,0.0048780487804878,0.0,0.0,0.328767123287671,0.141509433962264,0.1,0.0,0.0,0.0496894409937888,0.0,0.0344827586206897,0.0416666666666667,0.0555555555555556,0.0,0.10958904109589,0.444444444444444,0.0434782608695652,0.0,0.428571428571429,0.0,0.0,0.272727272727273,0.0040187541862022,0,0.208333333333333,0.0869565217391304,0.0,0.141818181818182,0.0,0.0454545454545455,0.2,0.0,0.19047619047619,0.3,0.434782608695652,0.0,0.111111111111111,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.225806451612903,0.0,0.0,0.210526315789474,0.0,0.0063694267515923,0.0,0.0,0.0,0.0987654320987654,0.25,0.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0256410256410256,0.0,0.0666666666666667,0.0108108108108108,0.0,0.0,0.08,0,0.0555555555555556,0.0,0.18452380952381,0.0,0.0,0.125,0.125
TCGA-AD-6964-01A-11R-1928-07,0.181818181818182,0.0540540540540541,0.117021276595745,0.0403225806451613,0.0,0,0.0588235294117647,0.0,0.565217391304348,0.141463414634146,0.764705882352941,0.0,0.0753424657534247,0.0849056603773585,0.0,0.0,0.0,0.031055900621118,0.0,0.0,0.0666666666666667,0.333333333333333,0.285714285714286,0.0958904109589041,0.0,0.0434782608695652,0.0789473684210526,0.214285714285714,0.0526315789473684,0.0,0.0,0.123911587407904,0,0.0208333333333333,0.0,0.0,0.0072727272727272,0.0,0.0454545454545455,0.2,0.0,0.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0526315789473684,0.0277777777777778,0.0714285714285714,0.0,0.0483870967741935,0.2,0.142857142857143,0.0526315789473684,0.0,0.0063694267515923,0.0303030303030303,0.0151515151515152,0.0,0.209876543209877,0.0833333333333333,0.0,0,0.0,0.1,0.0,0.333333333333333,0.0,0.0,0.2,0.04,0.0289855072463768,0.166666666666667,0.1,0.2,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.133333333333333,0.0,0.04,0.0,0.04,0,0.0555555555555556,0.0,0.0476190476190476,0.333333333333333,0.0,0.0,0.125
TCGA-F4-6806-01A-11R-1839-07,0.0909090909090909,0.0,0.0,0.104838709677419,0.0,0,0.0882352941176471,0.142857142857143,0.239130434782609,0.0829268292682927,0.294117647058824,0.0,0.191780821917808,0.0660377358490566,0.0,0.0,0.0,0.0559006211180124,0.0,0.0,0.05,0.277777777777778,0.0,0.178082191780822,0.0,0.0434782608695652,0.105263157894737,0.285714285714286,0.105263157894737,0.0196078431372549,0.0909090909090909,0.0756865371734762,0,0.0416666666666667,0.217391304347826,0.142857142857143,0.207272727272727,0.333333333333333,0.0454545454545455,0.0,0.5,0.0952380952380952,0.0,0.130434782608696,0.0,0.0,0.0,0.0,0.0454545454545455,0.157894736842105,0.0,0.142857142857143,0.0,0.0967741935483871,0.1,0.142857142857143,0.0526315789473684,0.0,0.0,0.0303030303030303,0.0,0.166666666666667,0.197530864197531,0.0833333333333333,0.0,0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.12,0.0144927536231884,0.0,0.158333333333333,0.0,0.0,0.111111111111111,0.0,0.0,0.175,0.0357142857142857,0.0,0.0,0.0,0.133333333333333,0.0108108108108108,0.04,0.0,0.12,0,0.0555555555555556,0.0,0.0892857142857143,0.0,0.0,0.125,0.0
TCGA-F4-6703-01A-11R-1839-07,0.318181818181818,0.0540540540540541,0.0212765957446809,0.0806451612903226,0.0,0,0.323529411764706,0.0,0.391304347826087,0.0048780487804878,0.294117647058824,0.0,0.178082191780822,0.0188679245283019,0.2,0.0,0.0,0.0062111801242236,0.6,0.241379310344828,0.0,0.222222222222222,0.857142857142857,0.123287671232877,0.333333333333333,0.173913043478261,0.210526315789474,0.214285714285714,0.157894736842105,0.0980392156862745,0.0909090909090909,0.115874079035499,0,0.0416666666666667,0.0869565217391304,0.142857142857143,0.0181818181818182,0.0,0.0909090909090909,0.0,0.5,0.238095238095238,0.0,0.0869565217391304,0.05,0.0,0.0,0.0,0.0454545454545455,0.157894736842105,0.0,0.0714285714285714,0.0,0.129032258064516,0.0,0.285714285714286,0.0,0.0909090909090909,0.0,0.0303030303030303,0.0909090909090909,0.0,0.135802469135802,0.0833333333333333,0.0,0,0.0,0.0,0.0,0.0833333333333333,0.0,0.1,0.0,0.06,0.101449275362319,1.0,0.458333333333333,0.0,0.0,0.111111111111111,0.0,0.0,0.025,0.0714285714285714,0.0,0.0256410256410256,0.0,0.133333333333333,0.0108108108108108,0.0,0.0,0.04,0,0.0,0.0,0.0773809523809524,0.0,0.25,0.25,0.0
