,MIR6724.2,MIR2467,MIR4263,MIR596,MIR3648.2,MIR25,MIR1913,MIR4521,MIR607,MIR570,MIR635,MIR200B,MIR4754,MIR3197,MIR647,MIR5587,MIR1281,MIR10B,MIR8083,MIR5695,MIR4479,MIR4768,MIR3609,MIR6810,MIR1915,MIR708,MIR3671,MIR4664,MIR616,AL513534.1,MIR3155A,MIR4484,MIR7111,MIR410,MIR6514,MIR30C1,MIR4451,MIR3188,MIR27B,MIR4442,MIR4482,MIR429,MIR320E,MIR641,MIR200A,MIR3682,MIR6739,MIR648,MIR1244.4,MIR548F2,MIR6775,MIR186,MIR6737,MIR378A,MIR1244.3,MIR6124,MIR221,MIR644A,MIR3176,MIR887,MIR3129,MIR3648.1,MIR4801,MIR135B,MIR365A,MIR4292,MIR4693,MIR4257,MIR4429,MIR95,MIR4477B,AL928646.1,MIR6807,MIR331,MIR4677,MIR4312,MIR193A,MIR554,AL358013.1,MIR3117,MIR3677,MIR148B,MIR1203,MIR4462,MIR4783,MIR4777,MIR3124,MIR562,AL031428.2,MIR6768,MIR130A,MIR4258,MIR6719,MIR1244.2,MIR7156,MIR339,MIR1972.1,MIR760,MIR4654,MIR219A1
TCGA-29-1770-01A-01R-1567-13,0.0,0.0,0.032258064516129,0.0,0.0009680542110358,0.0807174887892377,0.0,0.0571428571428571,0.0,0.0582959641255605,0.298701298701299,0.0153846153846154,0.3125,0.0219298245614035,0.157650695517774,0.0307692307692308,0.0701754385964912,0.009009009009009,0.028169014084507,0.0952380952380952,0.285714285714286,0.0232558139534884,0.133971291866029,0.0,0.08,0.0,0.0141843971631206,0.11472275334608,0.0350877192982456,0.025974025974026,0.0,0.0,0.0934579439252336,0.0,0.0,0.111111111111111,0.428571428571429,0.0158311345646438,0.157360406091371,0.0882352941176471,0.05,0.0120967741935484,0.105769230769231,0.0135135135135135,0.0396039603960396,0.0263157894736842,0.0,0.0,0.158415841584158,0.0,0.0,0.028169014084507,0.0,0.0487804878048781,0.117647058823529,0.153846153846154,0.0707964601769911,0.0,0.0,0.0,0.0344827586206897,0.0046948356807511,0.0,0.0,0.0,0.0275862068965517,0.0,0.0,0.0,0.0,0.0125523012552301,0.0444691495275153,0.0,0.05,0.25,0.0,0.142857142857143,0.0952380952380952,0.0,0.0,0.0,0.269230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478260869565217,0.0181818181818182,0.144689950106914,0.0384615384615385,0.0333333333333333,0.0535714285714286,0.0625,0.0,0.193548387096774
TCGA-13-0899-01A-01R-1564-13,0.0,0.0,0.580645161290323,0.0,0.0019361084220716,0.161434977578475,0.0,0.2,0.0,0.0336322869955157,0.272727272727273,0.0615384615384615,0.0,0.0,0.148377125193199,0.0923076923076923,0.087719298245614,0.0,0.0704225352112676,0.142857142857143,0.0714285714285714,0.0232558139534884,0.11244019138756,0.333333333333333,0.08,0.924242424242424,0.0425531914893617,0.133843212237094,0.0350877192982456,0.155844155844156,0.0,0.0,0.102803738317757,0.0,0.0,0.444444444444444,0.0,0.0527704485488127,0.0152284263959391,0.0294117647058824,0.125,0.173387096774194,0.115384615384615,0.0,0.118811881188119,0.701754385964912,0.355555555555556,0.0,0.415841584158416,0.0,0.0,0.0352112676056338,0.0,0.0,0.558823529411765,0.0,0.123893805309735,0.0,0.0833333333333333,0.0,0.0344827586206897,0.0140845070422535,0.0,0.192660550458716,0.0,0.0413793103448276,0.0,0.0625,0.0,0.0,0.0711297071129707,0.142857142857143,0.0,0.1,0.0,0.0434782608695652,0.142857142857143,0.0,0.0,0.0,0.0476190476190476,0.115384615384615,0.2,0.0,0.0,0.0,0.523809523809524,0.666666666666667,0.0,0.0,0.0714285714285714,0.304347826086957,0.0909090909090909,0.377049180327869,0.0384615384615385,0.4,0.178571428571429,0.03125,0.0,0.0
TCGA-13-0920-01A-01R-1564-13,0.0,0.0,0.0967741935483871,0.0,0.031945788964182,0.0134529147982063,0.0,0.0,0.0,0.0224215246636771,0.038961038961039,0.0,0.0,0.0043859649122807,0.0370942812982998,0.0,0.0350877192982456,0.006006006006006,0.0,0.0,0.0,0.0,0.069377990430622,0.0,0.0,0.0606060606060606,0.0,0.0229445506692161,0.0350877192982456,0.0649350649350649,0.0,0.0,0.149532710280374,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0588235294117647,0.2,0.0040322580645161,0.0865384615384615,0.0,0.0049504950495049,0.149122807017544,0.0444444444444444,0.0,0.198019801980198,0.0,0.0,0.0140845070422535,0.0,0.0,0.117647058823529,0.0,0.0,0.0,0.0357142857142857,0.0,0.0344827586206897,0.0046948356807511,0.0,0.0091743119266055,0.0,0.0344827586206897,0.0,0.0,0.0,0.0,0.0920502092050209,0.0200111172873819,0.0,0.0,0.0833333333333333,0.0,0.0,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.1,0.19047619047619,0.0,0.0,0.0,0.0476190476190476,0.0869565217391304,0.0181818181818182,0.0727013542409123,0.0,0.0333333333333333,0.0,0.0,0.0,0.161290322580645
TCGA-10-0934-01A-02R-1564-13,0.0,0.0,1.0,0.272727272727273,0.0358180058083253,0.143497757847534,1.0,0.142857142857143,0.0,0.197309417040359,0.298701298701299,0.225641025641026,0.1875,0.0219298245614035,0.0726429675425039,0.0615384615384615,0.0526315789473684,0.0,0.0,0.19047619047619,0.0714285714285714,0.0232558139534884,0.0933014354066986,0.0,0.0,0.0151515151515152,0.0141843971631206,0.0535372848948375,0.0526315789473684,0.051948051948052,0.0,0.333333333333333,0.121495327102804,0.0714285714285714,0.0,0.0,0.0,0.0079155672823219,0.0152284263959391,0.0,0.025,0.340725806451613,0.201923076923077,0.0540540540540541,0.163366336633663,0.0789473684210526,0.0888888888888889,0.125,0.504950495049505,0.0,0.0,0.0070422535211267,0.0,0.024390243902439,0.5,0.0,0.0,0.0769230769230769,0.107142857142857,0.0,0.0,0.0234741784037559,0.0,0.0,0.0,0.0344827586206897,0.0,0.0,0.0,0.0714285714285714,0.0167364016736402,0.245136186770428,0.0,0.125,0.0833333333333333,0.130434782608696,0.571428571428571,0.0476190476190476,0.166666666666667,0.0,0.0952380952380952,0.384615384615385,0.2,0.0,0.0,0.1,0.238095238095238,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.22024233784747,0.0,0.1,0.0357142857142857,0.0,0.0,0.0967741935483871
TCGA-13-1509-01A-01R-1565-13,0.0,0.0,0.241935483870968,0.0,0.0484027105517909,0.121076233183857,0.0,0.0857142857142857,0.0,0.298206278026906,0.25974025974026,0.0205128205128205,0.0625,0.0043859649122807,0.168469860896445,0.0,0.0,0.018018018018018,0.169014084507042,0.333333333333333,0.0714285714285714,0.13953488372093,0.102870813397129,0.0,0.08,0.106060606060606,0.0780141843971631,0.0382409177820268,0.0350877192982456,0.168831168831169,0.0,0.0,0.252336448598131,0.0,0.25,0.222222222222222,0.428571428571429,0.0079155672823219,0.0558375634517767,0.0,0.1,0.0504032258064516,0.432692307692308,0.0,0.0693069306930693,0.394736842105263,0.0888888888888889,0.0625,0.475247524752475,0.166666666666667,0.0,0.161971830985915,0.0,0.0731707317073171,0.352941176470588,0.0769230769230769,0.238938053097345,0.307692307692308,0.0,0.0,0.551724137931034,0.0187793427230047,0.0,0.0458715596330275,0.25,0.0689655172413793,1.0,0.25,0.0,0.0,0.0711297071129707,0.0689271817676487,0.0,0.175,0.0833333333333333,0.0,0.214285714285714,0.19047619047619,0.0,0.111111111111111,0.142857142857143,0.0769230769230769,0.0,0.0,0.0,0.05,0.0238095238095238,0.0,0.0,0.0909090909090909,0.30952380952381,0.217391304347826,0.0181818181818182,0.216678545972915,0.461538461538462,0.2,0.0178571428571429,0.125,0.0,0.258064516129032
TCGA-23-1123-01A-01R-1565-13,0.0,0.0,0.758064516129032,0.0,0.238141335914811,0.174887892376682,0.0,0.0,0.0,0.401345291479821,0.220779220779221,0.0769230769230769,0.125,0.109649122807018,0.530139103554869,0.138461538461538,0.105263157894737,0.0750750750750751,0.23943661971831,0.142857142857143,0.571428571428571,0.0,0.165071770334928,0.0,0.44,0.0606060606060606,0.191489361702128,0.103250478011472,0.210526315789474,0.155844155844156,0.0,0.333333333333333,0.11214953271028,0.0,0.0833333333333333,0.111111111111111,0.0,0.050131926121372,0.0456852791878173,0.0588235294117647,0.7,0.231854838709677,0.240384615384615,0.0675675675675676,0.198019801980198,0.429824561403509,0.0888888888888889,0.3125,0.267326732673267,0.0,0.0,0.112676056338028,0.0,0.121951219512195,0.25,0.0,0.0530973451327434,0.461538461538462,0.0952380952380952,0.0,0.0172413793103448,0.0657276995305164,0.0,0.110091743119266,0.0,0.620689655172414,0.0,0.125,0.0,0.0,0.200836820083682,0.103761348897536,0.0,0.15,0.166666666666667,0.0869565217391304,0.0,0.0952380952380952,0.0,0.0,0.238095238095238,0.269230769230769,0.0,0.0,0.0,0.3,0.166666666666667,0.333333333333333,0.0,0.0909090909090909,0.595238095238095,0.260869565217391,0.0363636363636364,0.178902352102637,0.0,0.266666666666667,0.142857142857143,0.15625,0.0,0.129032258064516
TCGA-24-1545-01A-01R-1566-13,0.0069444444444444,0.222222222222222,0.32258064516129,0.272727272727273,0.0977734753146176,0.0672645739910314,0.25,0.0,0.0,0.201793721973094,0.428571428571429,0.0564102564102564,0.1875,0.043859649122807,0.134466769706337,0.0461538461538462,0.350877192982456,0.03003003003003,0.0422535211267606,0.238095238095238,0.142857142857143,0.0,0.0550239234449761,0.0,0.2,0.0606060606060606,0.0921985815602837,0.233269598470363,0.12280701754386,0.0909090909090909,0.0,0.0,0.0467289719626168,0.0,0.0,0.111111111111111,0.0,0.0105540897097625,0.0456852791878173,0.0294117647058824,0.0,0.0262096774193548,0.0865384615384615,0.0675675675675676,0.0445544554455446,0.149122807017544,0.0444444444444444,0.0625,0.0792079207920792,0.0,0.0,0.0845070422535211,0.0,0.0731707317073171,0.25,0.0,0.0530973451327434,0.153846153846154,0.0357142857142857,0.0,0.0172413793103448,0.0234741784037559,0.25,0.0917431192660551,0.0,0.131034482758621,0.0,0.0,0.0,0.214285714285714,0.0292887029288703,0.0783768760422457,0.0,0.175,0.166666666666667,0.0,0.0,0.19047619047619,0.0,0.0,0.142857142857143,0.153846153846154,0.1,0.0,0.0,0.05,0.0714285714285714,0.0,0.0,0.0,0.0238095238095238,0.0,0.0181818181818182,0.106913756236636,0.384615384615385,0.133333333333333,0.0357142857142857,0.03125,0.0,0.0967741935483871
TCGA-13-1496-01A-01R-1565-13,0.0,0.0,0.209677419354839,0.0,0.0,0.0852017937219731,0.0,0.0,0.0,0.0896860986547085,0.025974025974026,0.0051282051282051,0.0,0.0350877192982456,0.0293663060278207,0.0,0.0,0.006006006006006,0.028169014084507,0.0,0.285714285714286,0.0,0.0789473684210526,0.0,0.02,0.0,0.0141843971631206,0.0076481835564053,0.0,0.012987012987013,0.0,0.0,0.158878504672897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100806451612903,0.0384615384615385,0.0,0.0297029702970297,0.210526315789474,0.0222222222222222,0.0,0.188118811881188,0.0,0.0,0.028169014084507,0.0,0.0,0.220588235294118,0.0,0.0265486725663717,0.230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551724137931034,0.0,0.0,0.0,0.0,0.0460251046025105,0.002964609968501,0.0,0.025,0.0833333333333333,0.0,0.0,0.0476190476190476,0.166666666666667,0.0,0.0,0.115384615384615,0.0,0.0,0.0,0.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.130434782608696,0.0,0.0406272273699216,0.0,0.0,0.0535714285714286,0.03125,0.0,0.0967741935483871
TCGA-23-2084-01A-02R-1568-13,0.0104166666666667,0.0,0.516129032258065,0.0,0.0009680542110358,0.179372197309417,0.0,0.0,0.0,0.0807174887892377,0.25974025974026,0.0358974358974359,0.375,0.0482456140350877,0.208655332302937,0.107692307692308,0.578947368421053,0.018018018018018,0.380281690140845,0.0476190476190476,0.214285714285714,0.27906976744186,0.0143540669856459,0.5,0.14,0.0303030303030303,0.0851063829787234,0.380497131931166,0.0526315789473684,0.103896103896104,0.0,0.166666666666667,0.102803738317757,0.0,0.166666666666667,0.111111111111111,0.0,0.0079155672823219,0.0761421319796954,0.0588235294117647,0.025,0.125,0.134615384615385,0.027027027027027,0.0891089108910891,0.37719298245614,0.0888888888888889,0.0,0.198019801980198,0.0,0.0,0.112676056338028,0.0,0.024390243902439,0.279411764705882,0.0,0.176991150442478,0.0,0.130952380952381,0.0,0.0172413793103448,0.0657276995305164,0.0,0.0825688073394495,0.0,0.0689655172413793,0.0,0.125,0.0,0.0,0.0794979079497908,0.0817120622568093,0.0,0.15,0.25,0.0434782608695652,0.0,0.0952380952380952,0.0,0.0,0.0476190476190476,0.0769230769230769,0.0,0.0,0.0,0.2,0.238095238095238,0.333333333333333,0.0,0.0909090909090909,0.0952380952380952,0.260869565217391,0.0363636363636364,0.178189593727726,0.153846153846154,0.0,0.142857142857143,0.0,0.0,0.129032258064516
TCGA-36-1568-01A-01R-1566-13,0.0,0.111111111111111,0.161290322580645,0.181818181818182,0.0784123910939013,0.0896860986547085,0.0,0.0,0.0,0.154708520179372,0.272727272727273,0.041025641025641,0.25,0.0087719298245614,0.109737248840804,0.0153846153846154,0.0175438596491228,0.036036036036036,0.112676056338028,0.19047619047619,0.0714285714285714,0.0232558139534884,0.0454545454545455,0.25,0.04,0.0151515151515152,0.170212765957447,0.130019120458891,0.0175438596491228,0.12987012987013,0.0,0.166666666666667,0.14018691588785,0.0,0.0,0.444444444444444,0.0,0.0105540897097625,0.065989847715736,0.0294117647058824,0.025,0.149193548387097,0.192307692307692,0.027027027027027,0.0940594059405941,0.192982456140351,0.0888888888888889,0.125,0.158415841584158,0.0,0.0,0.0915492957746479,0.0,0.170731707317073,0.235294117647059,0.0,0.265486725663717,0.230769230769231,0.119047619047619,0.0,0.0517241379310345,0.0610328638497653,0.0,0.220183486238532,0.0,0.144827586206897,0.0,0.1875,0.0833333333333333,0.0,0.121338912133891,0.0402075226977951,0.0,0.15,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.19047619047619,0.230769230769231,0.1,0.0,0.0,0.05,0.0714285714285714,0.0,0.0,0.0,0.0,0.130434782608696,0.0363636363636364,0.171062009978617,0.0384615384615385,0.0,0.0892857142857143,0.125,0.0,0.193548387096774
TCGA-04-1348-01A-01R-1565-13,0.0034722222222222,0.0,0.467741935483871,0.0909090909090909,0.010648596321394,0.331838565022422,0.0,0.0,0.0,0.2847533632287,0.311688311688312,0.0564102564102564,0.3125,0.201754385964912,0.268933539412674,0.0153846153846154,0.0701754385964912,0.15015015015015,0.0422535211267606,0.714285714285714,0.142857142857143,0.162790697674419,0.0598086124401914,0.166666666666667,0.06,0.0909090909090909,0.141843971631206,0.0611854684512428,0.298245614035088,0.103896103896104,0.0,0.666666666666667,0.327102803738318,0.0,0.25,0.222222222222222,0.142857142857143,0.0263852242744063,0.0761421319796954,0.0588235294117647,0.325,0.17741935483871,0.153846153846154,0.0135135135135135,0.0940594059405941,0.192982456140351,0.0666666666666667,0.1875,0.356435643564356,0.0,0.0,0.0845070422535211,0.0,0.170731707317073,0.441176470588235,0.0,0.0973451327433628,0.153846153846154,0.0595238095238095,0.0,0.0344827586206897,0.0610328638497653,0.0,0.018348623853211,0.0,0.2,0.0,0.125,0.0,0.0,0.0878661087866109,0.113025755049101,0.0,0.25,0.416666666666667,0.0434782608695652,0.285714285714286,0.142857142857143,0.0,0.111111111111111,0.142857142857143,0.307692307692308,0.0,0.0,0.125,0.15,0.19047619047619,0.0,0.2,0.181818181818182,0.380952380952381,0.478260869565217,0.163636363636364,0.290092658588738,0.0,0.5,0.196428571428571,0.09375,1.0,0.0967741935483871
TCGA-23-2077-01A-01R-1568-13,0.0,0.0,0.258064516129032,0.0,0.0125847047434656,0.112107623318386,0.0,0.0,0.0,0.0964125560538117,0.25974025974026,0.0205128205128205,0.1875,0.0263157894736842,0.120556414219474,0.0153846153846154,0.0701754385964912,0.009009009009009,0.0,0.0,0.0714285714285714,0.0,0.0311004784688995,0.0,0.02,0.0,0.0212765957446809,0.0650095602294455,0.0175438596491228,0.155844155844156,0.0,0.0,0.0747663551401869,0.0,0.0,0.222222222222222,0.0,0.0343007915567282,0.0050761421319797,0.0294117647058824,0.05,0.0120967741935484,0.0865384615384615,0.0135135135135135,0.0148514851485149,0.087719298245614,0.0222222222222222,0.0625,0.0396039603960396,0.0,0.0,0.028169014084507,0.0,0.0,0.102941176470588,0.0,0.0265486725663717,0.0,0.0119047619047619,0.285714285714286,0.0172413793103448,0.0,0.0,0.018348623853211,0.0,0.0620689655172414,0.0,0.25,0.0833333333333333,0.0,0.0585774058577406,0.0515100982027052,0.0,0.05,0.25,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.452380952380952,0.0,0.0,0.0,0.0476190476190476,0.0869565217391304,0.0545454545454545,0.0933713471133286,0.0,0.0,0.125,0.125,0.0,0.129032258064516
TCGA-29-1695-01A-01R-1567-13,0.0,0.0,0.129032258064516,0.0,0.0058083252662149,0.130044843049327,0.0,0.0,0.0,0.150224215246637,0.155844155844156,0.0717948717948718,0.0,0.0043859649122807,0.0649149922720247,0.230769230769231,0.350877192982456,0.102102102102102,0.0985915492957746,0.333333333333333,0.0714285714285714,0.0232558139534884,0.143540669856459,0.166666666666667,0.0,0.0,0.0070921985815602,0.162523900573614,0.0701754385964912,0.168831168831169,0.0,0.166666666666667,0.308411214953271,0.0,0.166666666666667,0.0,0.0,0.0158311345646438,0.0203045685279188,0.0882352941176471,0.025,0.0685483870967742,0.25,0.0,0.0445544554455446,0.0526315789473684,0.2,0.0,0.138613861386139,0.166666666666667,0.0,0.0774647887323944,0.0,0.024390243902439,0.235294117647059,0.153846153846154,0.0265486725663717,0.0,0.357142857142857,0.0,0.0517241379310345,0.0751173708920188,0.0,0.0275229357798165,0.0,0.241379310344828,0.0,0.25,0.0,0.0,0.00836820083682,0.117287381878822,0.0,0.15,0.0833333333333333,0.0,0.0714285714285714,0.0476190476190476,0.166666666666667,0.0,0.0952380952380952,0.192307692307692,0.2,0.0,0.0,0.1,0.285714285714286,0.0,0.0,0.0,0.0476190476190476,0.391304347826087,0.0727272727272727,0.169636493228795,0.0,0.2,0.107142857142857,0.0,0.0,0.032258064516129
TCGA-13-0883-01A-02R-1569-13,0.0,0.0,0.258064516129032,0.0,0.0154888673765731,0.0807174887892377,0.25,0.0,0.0,0.145739910313901,0.155844155844156,0.0205128205128205,0.1875,0.0307017543859649,0.166924265842349,0.0461538461538462,0.0526315789473684,0.015015015015015,0.112676056338028,0.0,0.0714285714285714,0.0232558139534884,0.0287081339712919,0.166666666666667,0.04,0.0303030303030303,0.0070921985815602,0.0439770554493308,0.140350877192982,0.12987012987013,0.25,0.333333333333333,0.0747663551401869,0.0,0.0833333333333333,0.0,0.0,0.0105540897097625,0.0253807106598985,0.0,0.05,0.0181451612903226,0.0865384615384615,0.0540540540540541,0.0049504950495049,0.043859649122807,0.111111111111111,0.0,0.0396039603960396,0.0,0.0,0.0492957746478873,0.0,0.024390243902439,0.0882352941176471,0.153846153846154,0.0353982300884956,0.0769230769230769,0.0595238095238095,0.0,0.0517241379310345,0.0234741784037559,0.0,0.055045871559633,0.0,0.0896551724137931,0.0,0.0,0.0833333333333333,0.0,0.0585774058577406,0.0296460996850102,0.0,0.125,0.0,0.0434782608695652,0.142857142857143,0.0952380952380952,0.0,0.111111111111111,0.0,0.0,0.1,0.0,0.0,0.15,0.30952380952381,0.0,0.0,0.0909090909090909,0.0714285714285714,0.260869565217391,0.0363636363636364,0.0798289379900214,0.0769230769230769,0.0,0.0,0.0,0.0,0.032258064516129
TCGA-25-2400-01A-01R-1569-13,0.0,0.0,0.290322580645161,0.181818181818182,0.169409486931268,0.0538116591928251,0.0,0.0,0.0,0.0560538116591928,0.194805194805195,0.0923076923076923,0.25,0.0263157894736842,0.0571870170015456,0.0153846153846154,0.228070175438596,0.006006006006006,0.0,0.0952380952380952,0.0,0.0697674418604651,0.162679425837321,0.0833333333333333,0.02,0.0,0.0212765957446809,0.0592734225621415,0.0701754385964912,0.038961038961039,0.0,0.0,0.0841121495327103,0.0,0.0,0.222222222222222,0.0,0.0026385224274406,0.0152284263959391,0.205882352941176,0.05,0.0645161290322581,0.0288461538461538,0.0135135135135135,0.0396039603960396,0.131578947368421,0.0888888888888889,0.0,0.237623762376238,0.0,0.0,0.0070422535211267,0.0,0.0,0.147058823529412,0.0769230769230769,0.0530973451327434,0.0,0.0476190476190476,0.142857142857143,0.0,0.0751173708920188,0.0,0.036697247706422,0.0,0.096551724137931,0.0,0.0625,0.333333333333333,0.0,0.104602510460251,0.169538632573652,0.0,0.075,0.0,0.0,0.142857142857143,0.19047619047619,0.166666666666667,0.0,0.0,0.153846153846154,0.0,0.0,0.0,0.0,0.238095238095238,0.0,0.0,0.0,0.0952380952380952,0.217391304347826,0.0,0.124732715609408,0.0,0.0333333333333333,0.0714285714285714,0.09375,0.0,0.0967741935483871
TCGA-25-1318-01A-01R-1565-13,0.0,0.0,0.274193548387097,0.0,0.0522749273959342,0.0448430493273543,0.25,0.0,0.0,0.0807174887892377,0.350649350649351,0.194871794871795,0.3125,0.0175438596491228,0.160741885625966,0.0769230769230769,0.228070175438596,0.024024024024024,0.169014084507042,0.0476190476190476,0.0,0.0930232558139535,0.0741626794258373,0.0,0.02,0.0303030303030303,0.170212765957447,0.787762906309751,0.263157894736842,0.246753246753247,0.5,0.0,0.0560747663551402,0.0,0.0,0.0,0.142857142857143,0.0184696569920844,0.0710659898477157,0.0588235294117647,0.075,0.183467741935484,0.317307692307692,0.0540540540540541,0.202970297029703,0.0263157894736842,0.2,0.0625,0.0495049504950495,0.666666666666667,0.0,0.161971830985915,0.0,0.170731707317073,0.132352941176471,0.0769230769230769,0.168141592920354,0.153846153846154,0.0952380952380952,0.0,0.0,0.0610328638497653,0.0,0.073394495412844,0.0,0.158620689655172,0.0,0.0,0.0,0.142857142857143,0.00418410041841,0.0400222345747638,0.0,0.325,0.0833333333333333,0.0434782608695652,0.0714285714285714,0.428571428571429,0.166666666666667,0.0,0.142857142857143,0.153846153846154,0.0,0.0,0.0,0.3,0.214285714285714,0.666666666666667,0.0,0.0,0.119047619047619,0.217391304347826,0.0727272727272727,0.0470420527441197,0.192307692307692,0.1,0.142857142857143,0.0,0.333333333333333,0.032258064516129
TCGA-24-1104-01A-01R-1565-13,0.0034722222222222,0.0,0.161290322580645,0.0,0.0029041626331074,0.237668161434978,0.0,0.0285714285714286,0.0,0.495515695067265,0.0779220779220779,0.128205128205128,0.0,0.0087719298245614,0.170015455950541,0.0461538461538462,0.0701754385964912,0.0630630630630631,0.633802816901408,0.142857142857143,0.214285714285714,0.0232558139534884,0.423444976076555,0.0833333333333333,0.04,0.0,0.0709219858156028,0.139579349904398,0.087719298245614,0.155844155844156,0.25,0.0,0.0,0.0,0.25,0.0,0.285714285714286,0.0211081794195251,0.121827411167513,0.0588235294117647,0.05,0.171370967741935,0.105769230769231,0.027027027027027,0.0792079207920792,0.0614035087719298,0.0666666666666667,0.5,0.0495049504950495,0.0,0.0,0.0845070422535211,0.0,0.268292682926829,0.161764705882353,0.0,0.371681415929204,0.230769230769231,0.0595238095238095,0.0,0.0172413793103448,0.0328638497652582,0.0,0.137614678899083,0.0,0.117241379310345,0.0,0.0,0.0833333333333333,0.0,0.0334728033472803,0.104687789512692,0.0,0.05,0.0833333333333333,0.0434782608695652,0.0714285714285714,0.0476190476190476,0.0,0.111111111111111,0.0952380952380952,0.192307692307692,0.6,0.0,0.125,0.1,0.119047619047619,0.0,0.0,0.0,0.119047619047619,0.173913043478261,0.0545454545454545,0.0399144689950107,0.0,0.0666666666666667,0.0,0.03125,0.0,0.0645161290322581
TCGA-29-1768-01A-01R-1567-13,0.0,0.0,0.0967741935483871,0.0,0.0019361084220716,0.0134529147982063,0.0,0.0,0.0,0.0,0.038961038961039,0.0,0.0625,0.0087719298245614,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.143540669856459,0.0,0.0,0.0,0.0070921985815602,0.0095602294455066,0.0,0.0,0.0,0.0,0.0186915887850467,0.0,0.0,0.0,0.0,0.0,0.0050761421319797,0.0,0.125,0.0,0.0,0.0,0.0,0.0087719298245614,0.0,0.0,0.099009900990099,0.0,0.0,0.0,0.0,0.0,0.132352941176471,0.0769230769230769,0.0,0.0,0.0,0.0,0.155172413793103,0.291079812206573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289049471928849,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.150392017106201,0.0,0.0,0.0892857142857143,0.0,0.0,0.0
TCGA-30-1718-01A-01R-1567-13,0.0034722222222222,0.0,0.17741935483871,0.0,0.0116166505324298,0.139013452914798,0.0,0.257142857142857,0.0,0.0089686098654708,0.103896103896104,0.0666666666666667,0.125,0.0175438596491228,0.134466769706337,0.0461538461538462,0.0350877192982456,0.042042042042042,0.0563380281690141,0.0952380952380952,0.0714285714285714,0.0465116279069767,0.0789473684210526,0.25,0.02,0.0,0.049645390070922,0.130019120458891,0.087719298245614,0.0649350649350649,0.0,0.0,0.149532710280374,0.0,0.0833333333333333,0.0,0.0,0.0211081794195251,0.0101522842639594,0.0,0.125,0.127016129032258,0.0480769230769231,0.0,0.138613861386139,0.12280701754386,0.111111111111111,0.0,0.0891089108910891,0.0,0.0,0.0774647887323944,0.0,0.0487804878048781,0.147058823529412,0.0,0.0088495575221238,0.0,0.119047619047619,0.0,0.0,0.0046948356807511,0.0,0.128440366972477,0.0,0.144827586206897,0.0,0.0,0.0,0.0,0.0251046025104603,0.081526774133778,0.0,0.1,0.166666666666667,0.0869565217391304,0.142857142857143,0.238095238095238,0.166666666666667,0.111111111111111,0.19047619047619,0.0,0.1,0.0,0.0,0.15,0.0714285714285714,0.0,0.0,0.0,0.0,0.217391304347826,0.0363636363636364,0.171062009978617,0.0,0.0666666666666667,0.196428571428571,0.125,0.0,0.0
TCGA-13-1409-01A-01R-1565-13,0.0034722222222222,0.0,0.0806451612903226,0.0,0.0029041626331074,0.260089686098655,0.0,0.0857142857142857,0.0,0.399103139013453,0.051948051948052,0.220512820512821,0.0625,0.0,0.228748068006182,0.0923076923076923,0.0,0.012012012012012,0.126760563380282,0.428571428571429,0.0714285714285714,0.0,0.294258373205742,0.166666666666667,0.16,0.212121212121212,0.134751773049645,0.0133843212237094,0.0701754385964912,0.298701298701299,0.0,0.166666666666667,0.467289719626168,0.0,0.166666666666667,0.0,0.142857142857143,0.0105540897097625,0.0964467005076142,0.0,0.1,0.122983870967742,0.230769230769231,0.0540540540540541,0.118811881188119,0.114035087719298,0.222222222222222,0.0,0.198019801980198,0.166666666666667,0.0,0.26056338028169,0.0,0.146341463414634,0.161764705882353,0.0,0.0,0.0,0.0357142857142857,0.0,0.0172413793103448,0.0328638497652582,0.0,0.311926605504587,0.0833333333333333,0.137931034482759,0.0,0.25,0.0,0.0,0.112970711297071,0.0227904391328516,0.0,0.15,0.0,0.0869565217391304,0.0,0.0,0.0,0.0,0.0952380952380952,0.153846153846154,0.0,0.0,0.375,0.15,0.0714285714285714,0.0,0.0,0.0909090909090909,0.0952380952380952,0.260869565217391,0.145454545454545,0.124732715609408,0.5,0.133333333333333,0.0357142857142857,0.0,0.0,0.387096774193548
